,Date,Team Name,Opponent,Result,G,Goals,Assists,Points,Shots,SOG,Man-Up G,Man-Down G,GB,TO,CT,FO Won,FOs Taken,Pen,Pen Time,G Min,Goals Allowed,Saves,W,L,T,RC,YC,Clears,Att,Clear Pct,OTG,Opp_G,Opp_Goals,Opp_Assists,Opp_Points,Opp_Shots,Opp_SOG,Opp_Man-Up G,Opp_Man-Down G,Opp_GB,Opp_TO,Opp_CT,Opp_FO Won,Opp_FOs Taken,Opp_Pen,Opp_Pen Time,Opp_G Min,Opp_Goals Allowed,Opp_Saves,Opp_W,Opp_L,Opp_T,Opp_RC,Opp_YC,Opp_Clears,Opp_Att,Opp_Clear Pct,Opp_OTG,Year
270,02/22/2023,Fairfield,Sacred Heart,17-5,1,17,11,28,47,32,,,38,18,9,18,26,4,150,60:00,5,9,,,,,,17,19,0.895,,1,5,1,6,23,14,1,1,22,20,3,8,26,2,120,60:00,17,15,,,,,,14,23,0.609,,2023
271,02/26/2023,Fairfield,@ Richmond,8-10,1,8,3,11,26,16,,,20,18,6,9,21,7,270,60:00,10,11,,,,,,22,25,0.880,,1,10,9,19,39,21,3,,24,15,7,12,21,5,180,60:00,8,8,,,,,,21,21,1.000/,,2023
272,03/04/2023,Fairfield,@ Providence,10-17,1,10,4,14,34,15,,,30,21,4,16,31,4,180,60:00,17,16,,,,,,13,20,0.650,,1,17,8,25,47,33,1,1,30,13,4,15,31,2,90,60:00,10,5,,,,,,15,18,0.833,,2023
273,03/07/2023,Fairfield,Bryant,12-14,1,12,4,16,37,25,1,,40,15,13,14,30,1,30,60:00,14,7,,,,,,21,23,0.913,,1,14,10,24,30,21,1,,29,23,8,16,30,3,270,60:00,12,13,,,,,,17,22,0.773,,2023
274,03/11/2023,Fairfield,Binghamton,9-14,1,9,4,13,37,20,,,25,12,11,7,27,3,150,60:00,14,14,,,,,,18,21,0.857,,1,14,6,20,48,28,2,1/,37,17,7,20,27,2,120,60:00,9,11,,,,,,16,18,0.889,,2023
275,03/18/2023,Fairfield,@ Hofstra,12-11,1,12,7,19,47,23,1,,31,14,5,13,26,4,150,60:00,11,7,,,,,,20,24,0.833,,1,11,8,19,43,18,1,,20,13,4,13,26,4,210,60:00,12,11,,,,,,18,19,0.947,,2023
276,03/25/2023,Fairfield,@ Towson,7-11,1,7,3,10,32,22,,,33,22,10,8,22,1,30,60:00,11,10,,,,,,23,30,0.767,,1,11,8,19,37,21,,,48,23,15,14,22,3,90,60:00,7,15,,,,,,24,27,0.889,,2023
277,04/01/2023,Fairfield,Drexel,11-15,1,11,7,18,46,26,,,29,12,16,11,30,3,150,60:00,15,12,,,,,,17,17,1.000/,,1,15,5,20,42,27,,,40,20,5,19,30,1,30,60:00,11,15,,,,,,25/,32/,0.781,,2023
278,04/08/2023,Fairfield,@ Delaware,7-17,1,7,4,11,39,20,,,29,14,9,14,28,2,60,60:00,17,14,,,,,,17,17,1.000/,,1,17,12,29,46,31,1,,35,14,6,14,28,2,120,60:00,7,13,,,,,,25/,28,0.893,,2023
279,04/15/2023,Fairfield,Monmouth,15-14,1,15,8,23,47,24,2,,33,17,11,10,32,6,330,60:00,14,14,,,,,,19,21,0.905,,1,14,7,21,44,28,1,,31,18,6,22,32,3,120,60:00,15,9,,,,,,10,18,0.556,,2023
280,04/22/2023,Fairfield,@ Stony Brook,14-17,1,14,6,20,47,29,,,48,13,7,20,35,6,270,60:00,17,13,,,,,,18,18,1.000/,,1,17,9,26,50,30,2,,35,14,5,15,35,5,240,60:00,14,15,,,,,,22,26,0.846,,2023
281,04/29/2023,Fairfield,Hampton,22-6,1,22,16,38/,50,36,2,,40,19,16,15,31,4,210,60:00,6,12,,,,,,22,26,0.846,,1,6,2,8,33,18,2,,30,25,7,16,31,4,240,60:00,22,14,,,,,,21,27,0.778,,2023
282,02/11/2023,Georgetown,@ Johns Hopkins,12-13,1,12,4,16,47,28,1,,35,12,5,15,29,1,30,60:00,13,13,,,,,,22,22,1.000/,,1,13,8,21,40,26,,,28,13,4,14,29,2,60,60:00,12,16,,,,,,18,19,0.947,,2023
283,02/18/2023,Georgetown,Penn,7-9,1,7,4,11,37,25,1,,27,16,9,9,20,3,180,60:00,9,13,,,,,,22,24,0.917,,1,9,6,15,39,22,1,,18,17,7,11,20,1,60,60:00,7,18,,,,,,22,23,0.957,,2023
284,02/25/2023,Georgetown,Notre Dame,8-15,1,8,4,12,34,18,,,36,17,9,16,27,4,270,60:00,15,13,,,,,,16,17,0.941,,1,15,7,22,48,28,3,,32,20,10,11,27,1,60,60:00,8,10,,,,,,21,27,0.778,,2023
285,03/04/2023,Georgetown,@ Princeton,13-10,1,13,6,19,46,30,2,,37,13,5,15,27,6/,240,60:00,10,15,,,,,,25,25,1.000/,,1,10,8,18,42,25,2,,24,16,7,12,27,4,210,60:00,13,17,,,,,,21,23,0.913,,2023
286,03/11/2023,Georgetown,Richmond,13-12,1,13,5,18,47,32,1,,41,11,14,12,29,,,60:00,12,5,,,,,,18,20,0.900,,1,12,6,18,28,17,,,35,26/,7,17,29,1,60,60:00,13,19,,,,,,16,20,0.800,,2023
287,03/18/2023,Georgetown,High Point,22-10,1,22,14,36/,52,34,1,,48,16,15/,19,36,2,60,60:00,10,9,,,,,,19,23,0.826,,1,10,7,17,33,19,,,33,24,6,17,36,1,30,60:00,22,12,,,,,,13,17,0.765,,2023
288,03/25/2023,Georgetown,Lehigh,17-15,1,17,8,25,41,26,3,,44,18,14,16,36,3,120,60:00,15,11,,,,,,15,18,0.833,,1,15,12,27,38,26,1,,43,25,11,20,36/,3,180,60:00,17,9,,,,,,15,21,0.714,,2023
289,04/01/2023,Georgetown,Denver,13-6,1,13,9,22,46,25,2,,40,18,10,16,23,2,120,60:00,6,8,,,,,,18,21,0.857,,1,6,4,10,23,14,1,,18,18,6,7,23,1,60,60:00,13,12,,,,,,17,21,0.810,,2023
290,04/08/2023,Georgetown,Providence,13-11,1,13,8,21,56,36,,,61/,12,9,20,27,3,90,60:00,11,4,,,,,,13,13,1.000/,,1,11,6,17,28,15,1,,27,14,5,7,27,2,60,60:00,13,23/,,,,,,21,26,0.808,,2023
291,04/15/2023,Georgetown,@ Marquette,15-14 (1),1,15,11,26,43,30,1,,27,10,5,17,33,2,60,62:12,14,7,,,,,,14,15,0.933,1/,1,14,7,21,41,21,,,30,16,2,16,33,1,60,62:12,15,15,,,,,,13,18,0.722,,2023
292,04/18/2023,Georgetown,@ Loyola Maryland,23-7,1,23/,12,35,46,33,,,42,14,8,21,34,2,90,60:00,7,10,,,,,,18,19,0.947,,1,7,3,10,33,17,1,,24,17,8,13,34,2,90,60:00,23/,10,,,,,,14,17,0.824,,2023
293,04/22/2023,Georgetown,@ St. John's (NY),18-12,1,18,15/,33,48,31,2,,48,13,6,25/,34,6/,270,60:00,12,12,,,,,,20,22,0.909,,1,12,6,18,35,24,3,,24,13,6,9,34,3,90,60:00,18,13,,,,,,22,23,0.957,,2023
294,04/28/2023,Georgetown,Villanova,12-8,1,12,5,17,38,24,1,,38,18,12,13,24,2,60,60:00,8,7,,,,,,21,25,0.840,,1,8,4,12,34,15,2,,29,21,8,11,24,3,180,60:00,12,12,,,,,,17,20,0.850,,2023
295,05/04/2023,Georgetown,"Providence
@ Milwaukee, Wis.",19-8,1,19,13,32,40,27,2,,36,16,4,21,29,3,120,60:00,8,16,,,,,,17,19,0.895,,1,8,1,9,40,24,,,24,14,9,8,29,2,120,60:00,19,8,,,,,,16,22,0.727,,2023
296,05/06/2023,Georgetown,"Denver
@ Milwaukee, Wis.",14-5,1,14,10,24,35,22,,,27,12,7,7,21,3,180,60:00,5,12,,,,,,22,23,0.957,,1,5,1,6,34,17,1,,21,17,2,14,21,1,60,60:00,14,8,,,,,,16,17,0.941,,2023
297,05/13/2023,Georgetown,Yale,19-17,1,19,10,29,50,31,,,34,15,11,18,40/,3,150,60:00,17,10,,,,,,21,21,1.000/,,1,17,5,22,42,27,,,29,12,4,22,40,1,60,60:00,19,12,,,,,,16,18,0.889,,2023
298,05/20/2023,Georgetown,"Virginia
@ Albany, N.Y.",14-17,1,14,6,20,48,28,,,36,12,3,17,34,1,60,60:00,17,11,,,,,,16,19,0.842,,1,17,11,28,40,28,1,,39,11,12,17,34,2,150,60:00,14,14,,,,,,17,19,0.895,,2023
0,02/05/2022,Air Force,@ Virginia,11-21,1,11,5,16,31,19,,,30,17,6,14,35,1,30,60:00,21,14,,,,,,14,27,0.519,,1,21,13,34,51,35,,,45,13,9,21,35,1,30,60:00,11,8,,,,,,12,15,0.800,,2022
1,02/12/2022,Air Force,@ Denver,9-13,1,9,6,15,33,16,,,27,18,7,9,26,3,150,60:00,13,18,,,,,,22,27,0.815,,1,13,9,22,45,31,1,,37,15,10,17,26,,,60:00,9,7,,,,,,24,24,1.000/,,2022
2,02/19/2022,Air Force,@ Colgate,8-11,1,8,5,13,46,27,,,22,10,9,5,23,2,120,60:00,11,16,,,,,,20,26,0.769,,1,11,7,18,39,27,1,,32,17,6,18,23,,,60:00,8,19,,,,,,16,22,0.727,,2022
3,02/27/2022,Air Force,Jacksonville,9-15,1,9,3,12,41,23,2,,34,17,11,13,26,2,60,60:00,15,10,,,,,,11,15,0.733,,1,15,10,25,34,25,,,21,18,7,13,26,3,240,60:00,9,14,,,,,,17,21,0.810,,2022
4,02/28/2022,Air Force,Canisius,9-8 (1),1,9,4,13,50,23,2,,28,15,9,12,18,2,60,61:05,8,9,,,,,,16,19,0.842,1/,1,8,4,12,36,17,1,,19,12,5,6,18,2,120,61:05,9,14,,,,,,17,21,0.810,,2022
5,03/05/2022,Air Force,Marist,17-8,1,17,10,27,47,25,,,34,15,12,15,28,3,150,60:00,8,8,,,,,,16,17,0.941,,1,8,5,13,38,16,,,33,19,8,13,28,4,240,60:00,17,8,,,,,,12,16,0.750,,2022
6,03/12/2022,Air Force,@ Bryant,16-10,1,16,6,22,42,27,3,,30,15,8,11,29,2,60,60:00,10,21,,,,,,29,32,0.906,,1,10,5,15,50,31,,,36,17,9,18,29,6,240,60:00,16,11,,,,,,20,21,0.952,,2022
7,03/19/2022,Air Force,@ Mercer,13-10,1,13,7,20,50,26,,,26,17,10,14,25,2,60,60:00,10,11,,,,,,19,23,0.826,,1,10,2,12,43,21,,1/,18,13,9,11,25,,,60:00,13,13,,,,,,17,17,1.000/,,2022
8,03/26/2022,Air Force,@ Marquette,16-9,1,16,10,26,39,26,2,,24,18,4,14,29,3,150,60:00,9,15,,,,,,18,24,0.750,,1,9,6,15,40,24,2,,26,15,9,15,29,3,120,60:00,16,10,,,,,,17,18,0.944,,2022
9,04/02/2022,Air Force,Utah,8-10,1,8,5,13,46,22,1,,22,18,11,13,20,3,120,60:00,10,11,,,,,,15,16,0.938,,1,10,7,17,35,21,1,,22,15,8,7,20,4,210,60:00,8,14,,,,,,19,21,0.905,,2022
10,04/09/2022,Air Force,@ Detroit Mercy,13-4,1,13,6,19,54,30,2,,41,19,11,13,21,3,150,60:00,4,11,,,,,,25,28,0.893,,1,4,2,6,26,15,1,,34,23,6,8,21,4,150,60:00,13,17,,,,,,18,19,0.947,,2022
11,04/16/2022,Air Force,Cleveland St.,12-8,1,12,5,17,45,30,1,,31,19,11,15,23,4,210,60:00,8,13,,,,,,18,22,0.818,,1,8,6,14,34,21,1,,27,19,7,8,23,3,150,60:00,12,18,,,,,,19,23,0.826,,2022
12,04/23/2022,Air Force,@ Robert Morris,10-11,1,10,5,15,49,26,,,19,11,15,7,24,2,60,60:00,11,7,,,,,,21,21,1.000/,,1,11,7,18,37,18,2,,21,25,8,17,24,2,60,60:00,10,16,,,,,,22,25,0.880,,2022
13,04/30/2022,Air Force,Bellarmine,9-7,1,9,4,13,38,18,,,41,14,15,13,20,3,180,60:00,7,9,,,,,,24,24,1.000/,,1,7,4,11,25,16,2,,22,18,9,7,20,,,60:00,9,9,,,,,,20,21,0.952,,2022
14,05/05/2022,Air Force,"Robert Morris
@ Huntsville, Ala.",7-9,1,7,5,12,51,21,,,24,22,12,12,20,,,60:00,9,11,,,,,,24,27,0.889,,1,9,5,14,23,20,,,14,19,9,8,20,5,210,60:00,7,14,,,,,,20,23,0.870,,2022
15,02/12/2022,Army West Point,Massachusetts,14-13,1,14,9,23,28,22,4,,30,17,5,15,30,4,150,60:00,13,18,,,,,,17,22,0.773,,1,13,7,20,46,31,1,,32,9,8,15,30,6,240,60:00,14,8,,,,,,17,19,0.895,,2022
16,02/19/2022,Army West Point,@ Rutgers,10-13,1,10,7,17,48,25,1,,25,14,6,12,27,1,30,60:00,13,9,,,,,,15,16,0.938,,1,13,7,20,46,22,,,34,15,7,15,27,2,120,60:00,10,15,,,,,,20,24,0.833,,2022
17,02/23/2022,Army West Point,Siena,20-10,1,20,11,31,61,40,4,,36,11,7,19,34,2,90,60:00,10,17,,,,,,23,24,0.958,,1,10,6,16,39,27,1,1/,24,13,4,15,34,9/,330,60:00,20,20,,,,,,17,20,0.850,,2022
18,02/26/2022,Army West Point,NJIT,18-4,1,18,14,32,62,38,2,2/,19,10,8,16,25,8/,420/,60:00,4,24/,,,,,,20,22,0.909,,1,4,2,6,41,28,,,17,20,5,9,25,4,210,60:00,18,20,,,,,,15,25,0.600,,2022
19,03/02/2022,Army West Point,@ Syracuse,17-13,1,17,5,22,50,28,2,,29,15,11,11,33,2,120,60:00,13,13,,,,,,18,21,0.857,,1,13,3,16,39,26,,,38,19,9,22,33,5,240,60:00,17,11,,,,,,20,25,0.800,,2022
20,03/06/2022,Army West Point,Holy Cross,14-8,1,14,9,23,47,32,,,29,13,8,10,26,3,90,60:00,8,13,,,,,,20,22,0.909,,1,8,5,13,44,21,2,,37,18,8,16,26,,,60:00,14,18,,,,,,15,18,0.833,,2022
21,03/11/2022,Army West Point,@ Lafayette,18-12,1,18,14,32,44,29,2,,38,16,7,23,33,7,360,60:00,12,14,,,,,,16,17,0.941,,1,12,5,17,41,26,2,,35,10,8,10,33,8/,330,60:00,18,11,,,,,,21,22,0.955,,2022
22,03/19/2022,Army West Point,Lehigh,10-11,1,10,6,16,38,21,2,,23,13,11,8,25,5,180,60:00,11,10,,,,,,17,20,0.850,,1,11,4,15,36,21,2,,26,18,6,17,25,3,120,60:00,10,11,,,,,,15,21,0.714,,2022
23,03/26/2022,Army West Point,@ Loyola Maryland,14-12,1,14,4,18,41,26,,1,34,18,5,12,30,1,120,60:00,12,13,,,,,,18,23,0.783,,1,12,7,19,50,25,,1,33,15,12,18,30,2,150,60:00,14,12,,,,,,13,17,0.765,,2022
24,04/02/2022,Army West Point,@ Bucknell,10-9,1,10,5,15,42,26,,,37,18,7,19,23,6,270,60:00,9,12,,,,,,22,26,0.846,,1,9,6,15,37,21,3,,30,17,11,4,23,1,30,60:00,10,16,,,,,,25,28,0.893,,2022
25,04/09/2022,Army West Point,Colgate,13-11,1,13,7,20,52,26,,,30,14,9,16,27,2,120,60:00,11,11,,,,,,19,19,1.000/,,1,11,5,16,34,22,1,,23,17,8,11,27,1,30,60:00,13,13,,,,,,17,21,0.810,,2022
26,04/16/2022,Army West Point,@ Cornell,17-10,1,17,6,23,44,28,,,37,19,3,20,31,2,60,60:00,10,12,,,,,,15,18,0.833,,1,10,5,15,36,22,1,,30,14,10,11,31,,,60:00,17,11,,,,,,17,22,0.773,,2022
27,04/23/2022,Army West Point,Navy,11-12 (1),1,11,3,14,45,22,,,36,14,9,13,27,1,30,60:58,12,3,,,,,,15,17,0.882,,1,12,8,20,35,15,1,,24,19,5,14,27,3,150,60:58,11,11,,,,,,17,21,0.810,1/,2022
28,04/29/2022,Army West Point,@ Boston U.,15-14,1,15,11,26,51,31,2,,38,12,10,17,32,4,180,60:00,14,6,,,,,,17,20,0.850,,1,14,6,20,37,20,2,,39,22,9,15,32,5,240,60:00,15,16,,,,,,20,26,0.769,,2022
29,05/06/2022,Army West Point,"Loyola Maryland
@ Boston, Mass.",14-13,1,14,8,22,54,28,1,,30,12,6,15,31,3,180,60:00,13,8,,,,,,13,16,0.813,,1,13,7,20,31,21,2,,33,15,6,16,31,2,90,60:00,14,14,,,,,,15,15,1.000/,,2022
30,05/08/2022,Army West Point,@ Boston U.,10-14,1,10,5,15,39,25,,,35,24,8,18,27,1,60,60:00,14,13,,,,,,15,22,0.682,,1,14,7,21,49,27,1,,32,20,14,9,27,4,240,60:00,10,15,,,,,,22,27,0.815,,2022
31,01/29/2022,Bellarmine,@ Mercer,4-9,1,4,3,7,28,10,,,10,19,11,3,17,4,270,60:00,9,7,,,,,,18,19,0.947,,1,9,6,15,29,16,,,23,17,8,14,17,1,180,60:00,4,6,,,,,,19,21,0.905,,2022
32,02/05/2022,Bellarmine,@ Michigan,13-22,1,13,6,19,36,21,1,,26,22,13,9,37,4,120,60:00,22,16,,,,,,17,27,0.630,,1,22,13,35,57,38,1,1/,50/,21,6,28/,37,4,180,60:00,13,8,,,,,,15,18,0.833,,2022
33,02/12/2022,Bellarmine,Marquette,8-9 (3),1,8,6,14,28,20,1,,19,23,10,9,22,6,270,69:05/,9,14,,,,,,23,27,0.852,,1,9,6,15,46,23,1,,27,21,11,13,22,2,120,69:05/,8,12,,,,,,25,29,0.862,1/,2022
34,02/19/2022,Bellarmine,Canisius,11-13,1,11,5,16,36,21,,1/,23,16,14,11,28,4,210,60:00,13,8,,,,,,17,21,0.810,,1,13,9,22,34,21,1,,23,19,5,17,28,4,150,60:00,11,10,,,,,,19,24,0.792,,2022
35,02/22/2022,Bellarmine,@ St. Bonaventure,12-13,1,12,6,18,45,31,1,,37,15,9,14,28,3,180,60:00,13,11,,,,,,18,20,0.900,,1,13,10,23,32,24,1,,31,19,10,14,28,3,180,60:00,12,19,,,,,,21,26,0.808,,2022
36,02/26/2022,Bellarmine,Hampton,23-3,1,23/,15/,38/,59,34,1,,41,18,17,15,29,7,300,60:00,3,7,,,,,,19,21,0.905,,1,3,1,4,18,10,1,,24,34,6,14,29,2,90,60:00,23,11,,,,,,17,27,0.630,,2022
37,03/01/2022,Bellarmine,@ Bryant,12-16,1,12,8,20,37,28,1,,31,17,7,16,31,11/,600/,60:00,16,12,,,,,,18,23,0.783,,1,16,11,27,50,28,1,,33,14,11,15,31,5,270,60:00,12,16,,,,,,20,23,0.870,,2022
38,03/05/2022,Bellarmine,@ High Point,4-15,1,4,1,5,24,13,,,19,21,7,7,23,3,150,60:00,15,15,,,,,,16,25,0.640,,1,15,11,26,57,30,,,31,17,12,16,23,2,60,60:00,4,9,,,,,,16,19,0.842,,2022
39,03/11/2022,Bellarmine,Jacksonville,2-16,1,2,1,3,18,12,,,23,33/,14,6,22,5,300,60:00,16,17,,,,,,15,31,0.484,,1,16,12,28,43,33,3/,,36,32,9,16,22,1,30,60:00,2,10,,,,,,21,30/,0.700,,2022
40,03/19/2022,Bellarmine,@ VMI,17-8,1,17,13,30,39,25,,,36,20,10,19,28,2,120,60:00,8,10,,,,,,22,26,0.846,,1,8,6,14,34,18,2,,32,22,12,9,28,,,60:00,17,8,,,,,,17,23,0.739,,2022
41,03/26/2022,Bellarmine,@ North Carolina,8-15,1,8,6,14,26,17,,,17,14,5,6,27,5,210,60:00,15,16,,,,,,20,24,0.833,,1,15,11,26,48,31,,,36,13,4,21,27,2,120,60:00,8,9,,,,,,18,18,1.000/,,2022
42,04/02/2022,Bellarmine,Cleveland St.,15-11,1,15,9,24,42,23,3,,27,11,9,18,29,3,150,60:00,11,5,,,,,,16,16,1.000/,,1,11,5,16,36,16,1,,14,14,2,11,29,6,300,60:00,15,8,,,,,,15,16,0.938,,2022
43,04/09/2022,Bellarmine,@ Robert Morris,9-12,1,9,7,16,31,18,1,,28,17,6,12,25,2,90,60:00,12,11,,,,,,22,27,0.815,,1,12,7,19,35,23,,,32,15,12,13,25,2,60,60:00,9,9,,,,,,21,23,0.913,,2022
44,04/16/2022,Bellarmine,Detroit Mercy,13-8,1,13,7,20,47,24,3,,25,16,10,12,25,7,360,60:00,8,13,,,,,,22,22,1.000/,,1,8,4,12,37,21,2,,18,17,8,13,25,6,300,60:00,13,11,,,,,,19,21,0.905,,2022
45,04/23/2022,Bellarmine,Utah,11-12,1,11,7,18,40,20,1,1/,18,15,10,9,27,5,330,60:00,12,15,,,,,,20,21,0.952,,1,12,8,20,43,27,1,,26,14,6,18,27,5,210,60:00,11,9,,,,,,19,20,0.950,,2022
46,04/30/2022,Bellarmine,@ Air Force,7-9,1,7,4,11,25,16,2,,22,18,9,7,20,,,60:00,9,9,,,,,,20,21,0.952,,1,9,4,13,38,18,,,41,14,15,13,20,3,180,60:00,7,9,,,,,,24,24,1.000/,,2022
47,05/05/2022,Bellarmine,"Utah
@ Huntsville, Ala.",11-12 (1),1,11,5,16,40,21,1,,22,21,9,7,26,2,120,63:30,12,12,,,,,,30/,33/,0.909,,1,12,8,20,40,24,1,,31,19,10,19,26,1,60,63:30,11,10,,,,,,23,28,0.821,1/,2022
48,02/12/2022,Binghamton,Marist,9-11,1,9,5,14,48,22,,,27,20,6,14,22,1,30,60:00,11,13,,,,,,17,22,0.773,,1,11,8,19,44,24,,,18,16,9,8,22,4,210,60:00,9,13,,,,,,19,20,0.950,,2022
49,02/22/2022,Binghamton,@ Princeton,9-22,1,9,4,13,36,24,1,,30,22,6,16,34,4,210,60:00,22,12,,,,,,11,19,0.579,,1,22,13,35,53,34,3,,44,14,15,18,34,7,270,60:00,9,15,,,,,,21,25,0.840,,2022
50,02/26/2022,Binghamton,@ Lafayette,13-12 (1),1,13,9,22,26,19,2,,28,18,3,14,28,6,240,64:00/,12,19,,,,,,21,26,0.808,1/,1,12,8,20,44,31,3,1,26,10,7,14,28,4,240,64:00/,13,6,,,,,,17,19,0.895,,2022
51,03/05/2022,Binghamton,@ Bucknell,11-17,1,11,6,17,38,22,,,25,14,8,12,32,3,120,60:00,17,18,,,,,,12,22,0.545,,1,17,13,30,56,35,1,,39,17,10,20,32,4,120,60:00,11,11,,,,,,14,16,0.875,,2022
52,03/08/2022,Binghamton,@ Hofstra,12-6,1,12,4,16,42,22,1,1/,36,25,10,19,22,2,120,60:00,6,5,,,,,,18,20,0.900,,1,6,4,10,31,11,,,22,21,6,3,22,2,60,60:00,12,10,,,,,,21,25,0.840,,2022
53,03/14/2022,Binghamton,Fairfield,11-16,1,11,4,15,53,32,,,37,18,11,18,31,3,150,60:00,16,11,,,,,,21,24,0.875,,1,16,10,26,45,27,1,,25,21,6,13,31,2,90,60:00,11,21,,,,,,23,27,0.852,,2022
54,03/19/2022,Binghamton,@ UAlbany,18-10,1,18,12,30,42,32,1,,40,14,8,22,32,3,120,60:00,10,12,,,,,,21,22,0.955,,1,10,8,18,37,22,2,,39,16,9,10,32,1,60,60:00,18,14,,,,,,21,21,1.000/,,2022
55,03/26/2022,Binghamton,UMBC,12-8,1,12,4,16,38,22,,,25,18,8,6,24,4,120,60:00,8,10,,,,,,23,28,0.821,,1,8,6,14,27,18,2,,21,19,6,18,24,2,90,60:00,12,10,,,,,,13,17,0.765,,2022
56,03/29/2022,Binghamton,Lehigh,10-12,1,10,3,13,32,18,,,29,17,8,10,26,1,60,60:00,12,13,,,,,,16,19,0.842,,1,12,9,21,39,25,1,,29,16,7,16,26,2,120,60:00,10,8,,,,,,17,19,0.895,,2022
57,04/16/2022,Binghamton,Stony Brook,3-7,1,3,3,6,29,13,,,8,25,5,6,14,4,210,60:00,7,20,,,,,,25,27,0.926,,1,7,4,11,48,27,2,,17,9,5,8,14,1,60,60:00,3,10,,,,,,26,27,0.963,,2022
58,04/19/2022,Binghamton,@ NJIT,18-8,1,18,14,32,47,33,4,,37,17,6,17,29,5,270,60:00,8,19,,,,,,23,28,0.821,,1,8,4,12,56,27,,,30,14,9,12,29,10,510,60:00,18,15,,,,,,20,21,0.952,,2022
59,04/23/2022,Binghamton,@ Vermont,10-17,1,10,7,17,23,16,1,,25,21,10,6,30,4,150,60:00,17,16,,,,,,17,22,0.773,,1,17,13,30,47,33,,,42,17,14,24,30,3,150,60:00,10,6,,,,,,18,18,1.000/,,2022
60,04/30/2022,Binghamton,UMass Lowell,7-9,1,7,5,12,43,19,,,13,17,8,6,20,2,120,60:00,9,13,,,,,,21,24,0.875,,1,9,4,13,41,22,,,10,19,6,14,20,5,210,60:00,7,12,,,,,,18,21,0.857,,2022
61,05/05/2022,Binghamton,"UMBC
@ Burlington, Vt.",6-7,1,6,4,10,32,15,1,,23,16,6,9,17,3,150,60:00,7,9,,,,,,24,26,0.923,,1,7,3,10,24,16,,,31,23,9,8,17,1,60,60:00,6,9,,,,,,22,23,0.957,,2022
62,02/12/2022,Boston U.,Merrimack,12-10,1,12,7,19,55,35,2,,43,17,13,15,23,3,120,60:00,10,12,,,,,,22,23,0.957,,1,10,6,16,33,22,1,,21,21,6,8,23,3,150,60:00,12,23,,,,,,26,31/,0.839,,2022
63,02/19/2022,Boston U.,Bryant,13-8,1,13,6,19,32,18,1,,35,19,13,12,24,4,210,60:00,8,14,,,,,,18,21,0.857,,1,8,3,11,41,22,2,,26,18,9,12,24,4,210,60:00,13,5,,,,,,12,19,0.632,,2022
64,02/26/2022,Boston U.,Massachusetts,16-7,1,16,8,24,39,26,1,,30,18,11,14,26,6,360,60:00,7,12,,,,,,19,23,0.826,,1,7,5,12,35,19,2,,31,22,3,12,26,4,210,60:00,16,10,,,,,,16,22,0.727,,2022
65,03/05/2022,Boston U.,@ Colgate,18-6,1,18,14,32,45,28,2,,38,15,12,13,27,8/,360,60:00,6,15,,,,,,24,29,0.828,,1,6,2,8,33,21,,,28,17,5,14,27,3,150,60:00,18,10,,,,,,14,18,0.778,,2022
66,03/12/2022,Boston U.,Bucknell,12-7,1,12,8,20,47,18,1,,40,23,15,16,23,7,390,60:00,7,12,,,,,,26,30,0.867,,1,7,5,12,39,19,2,,39,22,12,7,23,3,120,60:00,12,6,,,,,,16,22,0.727,,2022
67,03/19/2022,Boston U.,@ Holy Cross,16-10,1,16,8,24,51,31,1,,33,19,10,19,30,2,90,60:00,10,15,,,,,,24,27,0.889,,1,10,7,17,34,25,2,,27,20,9,11,30,2,60,60:00,16,15,,,,,,19,28,0.679,,2022
68,03/22/2022,Boston U.,@ Harvard,10-13,1,10,5,15,44,22,1,,36,21,15,10,25,3,150,60:00,13,12,,,,,,21,25,0.840,,1,13,6,19,37,25,,,36,22,7,15,25,3,180,60:00,10,12,,,,,,13,18,0.722,,2022
69,03/26/2022,Boston U.,Lafayette,21-11,1,21,18,39,49,29,,,51,21,12,32/,35,3,180,60:00,11,16,,,,,,28/,33/,0.848,,1,11,8,19,39,27,3,,29,15,12,3,35,,,60:00,21,8,,,,,,21,24,0.875,,2022
70,04/02/2022,Boston U.,Navy,17-9,1,17,11,28,49,25,1,,42,19,11,22,30,2,90,60:00,9,8,,,,,,23,30,0.767,,1,9,4,13,29,17,,,27,23,11,8,30,5,180,60:00,17,8,,,,,,19,27,0.704,,2022
71,04/05/2022,Boston U.,Yale,15-22,1,15,10,25,58,31,1,,30,14,14,18,41/,5,270,60:00,22,8,,,,,,15,19,0.789,,1,22,17/,39/,50,30,2,,56/,22,8,23/,41/,7,300,60:00,15,16,,,,,,19,23,0.826,,2022
72,04/09/2022,Boston U.,@ Princeton,7-12,1,7,1,8,43,21,1,,38,23,12,12,23,3,120,60:00,12,10,,,,,,19,26,0.731,,1,12,9,21,43,22,2,,45,23,12,11,23,4,120,60:00,7,14,,,,,,19,22,0.864,,2022
73,04/16/2022,Boston U.,@ Loyola Maryland,14-9,1,14,9,23,41,27,,,33,13,6,10,27,,,60:00,9,13,,,,,,27,29,0.931,,1,9,8,17,35,22,,,33,17,8,17,27,,,60:00,14,13,,,,,,18,21,0.857,,2022
