,Date,Team Name,Opponent,Result,G,Goals,Assists,Points,Shots,SOG,Man-Up G,GB,TO,CT,FO Won,FOs Taken,Pen,Goals Allowed,Saves,W,L,Clear Pct,Opp_Goals,Opp_Assists,Opp_Points,Opp_Shots,Opp_SOG,Opp_Man-Up G,Opp_GB,Opp_TO,Opp_CT,Opp_FO Won,Opp_FOs Taken,Opp_Pen,Opp_Saves,Opp_Clear Pct,Year,Home,Away,Location,OT,Distance Traveled
109,02232019,bucknell, ohio st,13-16,1,13,6,19,33,24,3,35,14,9,10,31,4,16,9,0,1,0.85,16,9,25,35,25,1,41,19,8,21,31,5,11,0.800,2019,0.0,1.0,Ohio St,0.0,
110,03022019,bucknell, navy,8-14,1,8,6,14,38,17,3,31,18,6,14,25,3,14,13,0,1,1.0,14,12,26,47,27,0,39,21,6,11,25,5,9,0.720,2019,0.0,1.0,Navy,0.0,116.42034150093305
111,03092019,bucknell,holy cross,10-7,1,10,8,18,35,23,1,41,19,19,11,21,3,7,7,1,0,0.875,7,6,13,29,14,0,29,22,12,10,21,2,13,0.607,2019,1.0,0.0,Bucknell,0.0,0.0
112,03122019,bucknell, north carolina,7-12,1,7,2,9,27,16,1,26,21,11,12,22,3,12,14,0,1,0.682,12,9,21,41,26,2,33,13,12,10,22,4,9,0.842,2019,0.0,1.0,North Carolina,0.0,358.3600861710039
113,03162019,bucknell, boston u,9-13,1,9,7,16,36,20,0,28,20,8,7,26,0,13,12,0,1,0.739,13,7,20,46,25,0,38,15,13,19,26,7,11,0.750,2019,0.0,1.0,Boston U,0.0,
114,03232019,bucknell,loyola maryland,7-12,1,7,2,9,43,22,0,25,13,7,6,23,5,12,20,0,1,0.75,12,10,22,40,32,2,35,14,6,17,23,4,15,0.722,2019,1.0,0.0,Bucknell,0.0,0.0
115,03302019,bucknell,army west point,13-15,1,13,8,21,40,23,3,40,18,12,20,31,1,15,13,0,1,0.882,15,9,24,38,28,0,37,19,13,11,31,4,10,0.760,2019,1.0,0.0,Bucknell,0.0,0.0
116,04022019,bucknell, marist,10-7,1,10,3,13,48,28,2,31,14,9,9,20,5,7,8,1,0,0.95,7,4,11,32,15,1,27,20,9,11,20,5,18,0.667,2019,0.0,1.0,Marist,0.0,138.67854925992268
117,04132019,bucknell, lafayette,17-4,1,17,15,32,44,34,1,43,13,14,13,24,7,4,11,1,0,0.88,4,4,8,31,15,1,21,23,5,11,24,4,17,0.696,2019,0.0,1.0,Lafayette,0.0,
118,04202019,bucknell, lehigh,12-10,1,12,8,20,37,20,0,35,19,10,8,25,5,10,15,1,0,0.773,10,8,18,45,25,1,34,21,13,17,25,5,8,0.810,2019,0.0,1.0,Lehigh,0.0,82.68362999494603
119,04262019,bucknell,colgate,10-8,1,10,7,17,42,23,1,33,21,8,13,22,4,8,14,1,0,0.9,8,6,14,39,22,0,26,14,10,9,22,4,13,0.737,2019,1.0,0.0,Bucknell,0.0,0.0
120,04302019,bucknell, boston u,8-14,1,8,3,11,46,23,2,43,26,11,11,26,2,14,17,0,1,0.618,14,8,22,45,31,0,53,24,13,15,26,5,15,0.792,2019,0.0,1.0,Boston U,0.0,
121,02092019,canisius, hobart,12-21,1,12,6,18,41,22,2,22,20,3,14,37,4,21,15,0,1,0.895,21,13,34,59,36,2,37,15,8,23,37,5,10,1.000,2019,0.0,1.0,Hobart,0.0,341.7105840683321
122,02162019,canisius, mercer,13-10,1,13,8,21,45,20,4,22,16,8,11,26,4,10,14,1,0,0.864,10,6,16,37,24,1,26,18,11,15,26,6,7,1.000,2019,0.0,1.0,Mercer,0.0,743.5420403133639
123,02192019,canisius, furman,10-12,1,10,6,16,33,23,2,30,20,7,16,26,1,12,14,0,1,0.842,12,9,21,37,26,0,27,16,9,10,26,2,13,0.722,2019,0.0,1.0,Furman,0.0,584.4996831092261
124,02232019,canisius,hartford,16-12,1,16,8,24,40,24,2,30,20,7,19,32,3,12,14,1,0,0.95,12,4,16,37,26,1,29,16,4,13,32,5,8,0.818,2019,1.0,0.0,Canisius,0.0,0.0
125,03022019,canisius,air force,7-13,1,7,3,10,25,15,2,24,22,6,9,23,3,13,9,0,1,0.714,13,5,18,40,22,1,39,18,13,14,23,5,8,0.882,2019,1.0,0.0,Canisius,0.0,0.0
126,03092019,canisius, robert morris,12-8,1,12,4,16,34,24,2,33,21,9,10,24,1,8,15,1,0,0.652,8,6,14,43,23,1,38,18,14,14,24,2,12,0.857,2019,0.0,1.0,Robert Morris,0.0,180.14530289455456
127,03162019,canisius,colgate,8-6,1,8,5,13,21,15,0,32,24,5,10,17,1,6,16,1,0,0.621,6,2,8,43,22,1,34,19,9,7,17,3,7,0.833,2019,1.0,0.0,Canisius,0.0,0.0
128,03232019,canisius,siena,8-9,1,8,5,13,29,14,0,22,21,8,9,21,0,9,11,0,1,0.8,9,2,11,40,20,0,30,17,7,12,21,1,6,0.778,2019,1.0,0.0,Canisius,0.0,0.0
129,03302019,canisius, monmouth,12-2,1,12,3,15,33,17,1,31,17,8,11,17,2,2,13,1,0,0.882,2,1,3,30,15,0,29,16,7,6,17,1,5,0.778,2019,0.0,1.0,Monmouth,0.0,310.25225578578073
130,04022019,canisius, cleveland st,10-19,1,10,4,14,31,18,4,23,17,4,11,32,3,19,7,0,1,0.619,19,13,32,49,26,4,31,19,12,21,32,6,8,0.889,2019,0.0,1.0,Cleveland St,0.0,919.3534120305626
131,04062019,canisius,quinnipiac,10-7,1,10,3,13,40,23,0,29,16,6,10,20,2,7,7,1,0,0.85,7,4,11,40,14,1,27,17,8,10,20,4,13,0.765,2019,1.0,0.0,Canisius,0.0,0.0
132,04092019,canisius, st bonaventure,16-8,1,16,10,26,37,26,3,35,17,6,17,27,4,8,9,1,0,0.905,8,2,10,34,17,1,19,15,5,10,27,7,10,0.688,2019,0.0,1.0,St Bonaventure,0.0,61.511618777073465
133,04132019,canisius, detroit mercy,11-8,1,11,9,20,34,18,1,28,19,11,11,22,3,8,10,1,0,0.857,8,8,16,31,18,1,30,21,13,11,22,5,7,0.789,2019,0.0,1.0,Detroit Mercy,0.0,221.14218877402325
134,04192019,canisius, manhattan,6-7,1,6,1,7,41,17,0,37,14,10,12,16,3,7,13,0,1,0.812,7,5,12,36,20,1,19,13,10,4,16,0,11,0.765,2019,0.0,1.0,Manhattan,0.0,291.29004178399083
135,04262019,canisius,marist,8-10,1,8,3,11,29,17,0,25,15,10,4,21,4,10,6,0,1,0.895,10,4,14,31,16,2,35,22,2,17,21,4,9,0.714,2019,1.0,0.0,Canisius,0.0,0.0
136,05022019,canisius, marist,10-11,1,10,5,15,31,17,1,21,19,6,12,25,0,11,12,0,1,0.778,11,8,19,31,23,0,32,15,10,13,25,4,7,0.789,2019,0.0,1.0,Marist,0.0,291.39328988382516
137,02022019,cleveland st, ohio st,9-12,1,9,4,13,37,25,3,24,11,4,13,25,6,12,11,0,1,0.944,12,6,18,32,23,0,31,14,3,12,25,7,16,0.895,2019,0.0,1.0,Ohio St,0.0,
138,02092019,cleveland st,michigan,8-10,1,8,2,10,30,17,0,30,21,7,12,20,5,10,13,0,1,0.895,10,7,17,45,23,0,25,17,9,8,20,3,9,0.706,2019,1.0,0.0,Cleveland St,0.0,0.0
139,02162019,cleveland st,bellarmine,17-8,1,17,13,30,46,35,3,39,23,9,25,28,4,8,5,1,0,0.923,8,4,12,25,13,2,22,20,8,3,28,5,18,0.700,2019,1.0,0.0,Cleveland St,0.0,0.0
140,02232019,cleveland st,air force,8-11,1,8,4,12,25,14,1,23,20,8,6,22,2,11,11,0,1,0.75,11,7,18,37,22,0,33,20,8,16,22,6,6,0.696,2019,0.0,1.0,Denver Colo,0.0,773.8375138877318
141,02242019,cleveland st, denver,8-16,1,8,4,12,29,20,0,38,26,7,19,28,4,16,10,0,1,0.684,16,9,25,41,26,1,42,11,16,9,28,2,12,0.800,2019,0.0,1.0,Denver,0.0,773.8375138877318
142,03022019,cleveland st, mercer,12-8,1,12,7,19,49,28,2,32,17,5,17,24,1,8,6,1,0,0.944,8,6,14,29,14,1,25,15,8,7,24,8,16,0.750,2019,0.0,1.0,Mercer,0.0,517.1763411410976
143,03092019,cleveland st, marquette,7-5,1,7,6,13,31,20,0,25,20,12,11,16,2,5,10,1,0,0.85,5,4,9,27,15,0,18,19,11,5,16,3,13,0.640,2019,0.0,1.0,Marquette,0.0,
144,03122019,cleveland st, lafayette,10-9,1,10,9,19,39,17,1,38,22,12,19,23,2,9,8,1,0,0.864,9,4,13,28,17,1,27,17,12,4,23,3,7,0.704,2019,0.0,1.0,Lafayette,0.0,162.30492384894345
145,03172019,cleveland st,north carolina,9-15,1,9,6,15,32,18,3,27,23,8,13,28,4,15,15,0,1,0.889,15,5,20,48,30,2,29,14,9,15,28,6,9,0.818,2019,0.0,1.0,Sparks Md,0.0,755.0362447904052
146,03232019,cleveland st,penn st,11-15,1,11,9,20,46,21,0,30,15,11,14,29,5,15,13,0,1,0.737,15,6,21,39,28,2,34,14,5,15,29,5,10,0.708,2019,1.0,0.0,Cleveland St,0.0,0.0
147,04022019,cleveland st,canisius,19-10,1,19,13,32,49,26,4,31,19,12,21,32,6,10,8,1,0,0.889,10,4,14,31,18,4,23,17,4,11,32,3,7,0.619,2019,1.0,0.0,Cleveland St,0.0,0.0
148,04062019,cleveland st,st bonaventure,18-5,1,18,14,32,54,32,1,42,19,11,21,27,4,5,2,1,0,0.947,5,4,9,19,7,0,18,23,5,6,27,2,14,0.625,2019,1.0,0.0,Cleveland St,0.0,0.0
149,04132019,cleveland st,robert morris,8-13,1,8,5,13,43,20,1,30,18,9,13,25,3,13,11,0,1,0.95,13,6,19,37,24,1,28,18,7,12,25,2,12,0.679,2019,1.0,0.0,Cleveland St,0.0,0.0
150,04202019,cleveland st, utah,17-8,1,17,10,27,41,24,1,31,23,8,19,28,4,8,13,1,0,0.706,8,5,13,30,21,0,24,21,8,9,28,3,7,0.700,2019,0.0,1.0,Utah,0.0,1146.518315110483
151,04242019,cleveland st,detroit mercy,11-9,1,11,7,18,52,32,0,49,20,11,16,24,9,9,10,1,0,0.864,9,5,14,28,19,2,29,23,5,8,24,9,21,0.615,2019,1.0,0.0,Cleveland St,0.0,0.0
152,02082019,colgate, syracuse,12-9,1,12,5,17,41,26,1,31,16,9,12,25,5,9,11,1,0,0.818,9,4,13,36,20,3,25,17,11,13,25,4,14,0.750,2019,0.0,1.0,Syracuse,0.0,32.50749470039778
153,02162019,colgate, binghamton,16-10,1,16,8,24,43,31,2,27,17,5,18,28,2,10,10,1,0,0.722,10,8,18,35,20,0,23,17,9,10,28,7,15,0.889,2019,0.0,1.0,Binghamton,0.0,54.842618248453284
154,02192019,colgate, maryland,6-11,1,6,3,9,25,15,1,22,15,8,6,20,3,11,13,0,1,0.9,11,9,20,34,24,0,35,18,5,14,20,4,9,0.955,2019,0.0,1.0,Maryland,0.0,273.97839230735696
155,03022019,colgate,lehigh,8-10,1,8,5,13,32,19,1,10,14,6,3,20,1,10,16,0,1,0.789,10,6,16,37,26,0,31,15,3,17,20,3,11,0.889,2019,1.0,0.0,Colgate,0.0,0.0
156,03092019,colgate,boston u,9-7,1,9,5,14,42,22,0,28,18,7,13,20,5,7,8,1,0,0.762,7,7,14,32,15,2,26,18,7,7,20,2,13,0.905,2019,1.0,0.0,Colgate,0.0,0.0
157,03162019,colgate, canisius,6-8,1,6,2,8,43,22,1,34,19,9,7,17,3,8,7,0,1,0.833,8,5,13,21,15,0,32,24,5,10,17,1,16,0.621,2019,0.0,1.0,Canisius,0.0,
158,03192019,colgate,hobart,6-12,1,6,5,11,31,17,1,24,19,4,11,21,4,12,10,0,1,0.75,12,7,19,41,22,2,30,11,10,10,21,4,11,0.944,2019,1.0,0.0,Colgate,0.0,0.0
159,03232019,colgate, army west point,8-13,1,8,4,12,29,16,3,32,20,4,14,24,4,13,6,0,1,0.571,13,10,23,40,19,2,33,13,10,10,24,6,8,0.783,2019,0.0,1.0,Army West Point,0.0,
160,03302019,colgate, loyola maryland,7-21,1,7,4,11,38,25,2,33,13,8,17,31,2,21,9,0,1,0.833,21,16,37,47,30,2,29,12,7,14,31,7,18,0.900,2019,0.0,1.0,Loyola Maryland,0.0,245.75552327153926
161,04062019,colgate,navy,11-16,1,11,10,21,50,27,2,29,16,5,15,30,2,16,7,0,1,0.773,16,9,25,33,23,1,33,18,5,15,30,3,16,0.792,2019,1.0,0.0,Colgate,0.0,0.0
162,04132019,colgate, holy cross,5-11,1,5,4,9,24,14,1,26,17,8,3,20,4,11,10,0,1,0.864,11,5,16,44,21,2,36,24,12,17,20,3,9,0.783,2019,0.0,1.0,Holy Cross,0.0,194.68900808718584
163,04202019,colgate,lafayette,16-7,1,16,9,25,36,30,1,37,16,7,17,26,8,7,13,1,0,0.913,7,3,10,37,20,1,20,18,3,9,26,4,14,0.850,2019,1.0,0.0,Colgate,0.0,0.0
164,04262019,colgate, bucknell,8-10,1,8,6,14,39,22,0,26,14,10,9,22,4,10,13,0,1,0.737,10,7,17,42,23,1,33,21,8,13,22,4,14,0.900,2019,0.0,1.0,Bucknell,0.0,146.22643579267054
165,02222019,cornell, hobart,19-16,1,19,11,30,51,28,1,41,23,12,17,39,3,16,11,1,0,0.826,16,7,23,46,27,0,37,22,11,22,39,3,9,0.625,2019,0.0,1.0,Hobart,0.0,435.5252219221184
166,02242019,cornell,lehigh,14-9,1,14,7,21,33,23,1,25,18,12,9,27,7,9,14,1,0,0.957,9,4,13,36,23,1,31,19,8,18,27,4,9,0.950,2019,1.0,0.0,Cornell,0.0,0.0
167,03022019,cornell,ualbany,17-16,1,17,12,29,37,27,0,29,13,6,12,37,6,16,7,1,0,0.714,16,12,28,44,23,3,42,20,6,25,37,0,10,0.909,2019,1.0,0.0,Cornell,0.0,0.0
168,03082019,cornell,penn st,13-19,1,13,7,20,31,21,3,28,16,19,11,36,4,19,13,0,1,0.714,19,12,31,37,32,2,45,20,9,25,36,4,8,0.714,2019,0.0,1.0,Matthews NC,0.0,
169,03102019,cornell,towson,18-11,1,18,10,28,32,26,0,33,14,14,6,32,12,11,10,1,0,0.923,11,7,18,44,21,3,46,23,6,26,32,3,8,0.562,2019,0.0,1.0,Matthews NC,0.0,2305.4308555934285
170,03162019,cornell, yale,11-16,1,11,7,18,33,20,4,34,15,9,6,30,4,16,15,0,1,0.826,16,8,24,46,31,0,39,17,10,24,30,6,12,0.900,2019,0.0,1.0,Yale,0.0,198.08455705449575
171,03192019,cornell,st bonaventure,18-3,1,18,14,32,45,33,0,45,17,9,20,25,4,3,11,1,0,0.917,3,2,5,19,14,2,16,15,9,5,25,1,15,0.765,2019,1.0,0.0,Cornell,0.0,0.0
172,03232019,cornell,penn,15-16,1,15,7,22,29,22,2,41,21,10,13,33,5,16,15,0,1,0.85,16,10,26,46,31,4,28,20,7,20,33,3,7,0.650,2019,1.0,0.0,Cornell,0.0,0.0
173,03302019,cornell,dartmouth,15-5,1,15,10,25,48,32,2,39,19,9,16,24,4,5,12,1,0,0.696,5,3,8,30,17,0,29,28,8,8,24,8,17,0.630,2019,1.0,0.0,Cornell,0.0,0.0
174,04062019,cornell, harvard,19-11,1,19,15,34,48,32,1,30,16,16,12,33,5,11,15,1,0,0.846,11,7,18,42,26,1,45,17,10,21,33,3,13,0.789,2019,0.0,1.0,Harvard,0.0,274.07467436463065
175,04092019,cornell, syracuse,8-13,1,8,7,15,31,18,0,24,12,8,8,25,4,13,17,0,1,0.941,13,4,17,49,30,1,40,11,7,17,25,1,10,0.920,2019,0.0,1.0,Syracuse,0.0,43.07133087527335
176,04142019,cornell, notre dame,11-9,1,11,4,15,34,23,0,19,14,8,3,23,6,9,17,1,0,0.81,9,5,14,49,26,2,36,18,6,20,23,1,12,0.769,2019,0.0,1.0,Notre Dame,0.0,8772.886477077802
177,04202019,cornell, brown,12-9,1,12,7,19,36,22,0,25,18,4,12,24,2,9,12,1,0,0.812,9,8,17,49,21,1,30,22,5,12,24,1,10,0.762,2019,0.0,1.0,Brown,0.0,264.129550164442
178,04272019,cornell,princeton,14-13,1,14,12,26,56,29,3,46,14,8,19,29,2,13,12,1,0,1.0,13,3,16,39,25,0,28,15,8,10,29,7,15,0.818,2019,1.0,0.0,Cornell,0.0,0.0
179,05032019,cornell, yale,10-15,1,10,4,14,38,22,1,28,8,4,7,28,4,15,17,0,1,0.938,15,7,22,46,32,2,22,13,3,21,28,7,12,0.688,2019,0.0,1.0,Yale,0.0,198.08455705449575
180,02162019,dartmouth, boston u,8-15,1,8,6,14,26,12,1,39,24,10,10,26,4,15,11,0,1,0.688,15,10,25,46,26,2,38,18,10,16,26,3,4,0.938,2019,0.0,1.0,Boston U,0.0,
181,02232019,dartmouth, bryant,5-6,1,5,3,8,31,19,0,27,19,8,7,15,4,6,15,0,1,0.696,6,3,9,38,21,0,32,16,8,8,15,3,14,0.750,2019,0.0,1.0,Bryant,0.0,128.92042898417324
182,03022019,dartmouth, wagner,11-4,1,11,4,15,39,21,0,38,21,14,8,18,4,4,13,1,0,0.917,4,2,6,28,17,1,34,24,16,10,18,2,10,0.519,2019,0.0,1.0,Wagner,0.0,
183,03052019,dartmouth,umass lowell,8-13,1,8,5,13,35,17,0,26,22,8,7,25,5,13,11,0,1,0.762,13,7,20,42,24,1,41,21,13,18,25,1,9,0.800,2019,1.0,0.0,Dartmouth,0.0,0.0
184,03162019,dartmouth,binghamton,11-7,1,11,9,20,37,20,1,35,27,10,13,21,7,7,15,1,0,0.708,7,5,12,44,22,1,30,21,14,8,21,3,9,0.700,2019,1.0,0.0,Dartmouth,0.0,0.0
185,03192019,dartmouth, st johns ,8-15,1,8,2,10,38,27,0,26,15,10,8,26,5,15,4,0,1,0.875,15,13,28,31,19,4,33,17,8,18,26,3,19,0.850,2019,0.0,1.0,St Johns ,0.0,1093.5124336183562
186,03232019,dartmouth,harvard,9-12,1,9,6,15,30,24,1,29,15,14,2,22,2,12,17,0,1,0.72,12,6,18,41,29,0,35,23,5,20,22,2,15,0.739,2019,1.0,0.0,Dartmouth,0.0,0.0
187,03302019,dartmouth, cornell,5-15,1,5,3,8,30,17,0,29,28,8,8,24,8,15,17,0,1,0.63,15,10,25,48,32,2,39,19,9,16,24,4,12,0.696,2019,0.0,1.0,Cornell,0.0,228.72858292090183
188,04062019,dartmouth, yale,8-20,1,8,3,11,29,14,2,24,9,9,2,30,7,20,24,0,1,0.87,20,10,30,82,44,4,43,13,6,28,30,4,6,0.833,2019,0.0,1.0,Yale,0.0,172.6325413465255
189,04092019,dartmouth,hartford,11-12,1,11,5,16,32,16,3,27,22,12,9,27,5,12,9,0,1,0.652,12,8,20,33,21,3,33,22,8,18,27,5,5,0.818,2019,1.0,0.0,Dartmouth,0.0,0.0
190,04132019,dartmouth,princeton,4-13,1,4,1,5,40,21,0,34,19,6,12,21,4,13,18,0,1,0.864,13,7,20,52,31,0,28,16,8,9,21,1,17,0.909,2019,1.0,0.0,Dartmouth,0.0,0.0
191,04202019,dartmouth, penn,6-22,1,6,4,10,27,17,0,18,15,6,5,31,5,22,19,0,1,0.818,22,17,39,64,41,3,40,14,5,26,31,3,11,0.882,2019,0.0,1.0,Penn,0.0,348.37120087539626
192,04272019,dartmouth,brown,7-11,1,7,4,11,31,14,2,26,13,13,2,22,4,11,13,0,1,0.826,11,7,18,36,24,1,46,26,7,20,22,6,7,0.704,2019,1.0,0.0,Dartmouth,0.0,0.0
193,02092019,delaware, mount st marys,11-8,1,11,7,18,43,23,3,28,22,7,14,22,3,8,13,1,0,0.762,8,1,9,37,21,0,32,18,14,8,22,8,12,0.571,2019,0.0,1.0,Mount St Marys,0.0,
194,02162019,delaware, njit,12-4,1,12,5,17,55,34,0,32,15,14,14,19,0,4,17,1,0,0.875,4,0,4,31,21,0,16,17,8,5,19,2,22,0.846,2019,0.0,1.0,NJIT,0.0,129.3970723626009
195,02232019,delaware,monmouth,8-4,1,8,1,9,35,24,0,26,11,13,4,16,4,4,13,1,0,1.0,4,1,5,34,17,0,22,19,5,12,16,3,16,0.842,2019,1.0,0.0,Delaware,0.0,0.0
196,02262019,delaware,saint josephs,14-6,1,14,11,25,49,27,1,41,16,10,11,23,4,6,13,1,0,0.889,6,3,9,31,19,1,24,20,6,12,23,3,13,0.800,2019,1.0,0.0,Delaware,0.0,0.0
197,03022019,delaware, villanova,9-17,1,9,3,12,30,16,0,16,13,4,3,30,6,17,15,0,1,0.947,17,12,29,52,32,3,39,16,6,27,30,2,7,0.864,2019,0.0,1.0,Villanova,0.0,59.60559829899944
198,03062019,delaware,mercer,10-9,1,10,4,14,60,26,2,33,18,10,13,22,3,9,17,1,0,0.789,9,3,12,37,26,1,24,18,7,9,22,7,16,0.952,2019,1.0,0.0,Delaware,0.0,0.0
199,03092019,delaware,binghamton,10-6,1,10,5,15,41,24,1,27,24,8,14,20,3,6,13,1,0,0.905,6,3,9,29,19,1,21,21,15,6,20,2,14,0.778,2019,1.0,0.0,Delaware,0.0,0.0
200,03162019,delaware, johns hopkins,10-12,1,10,6,16,33,21,1,27,11,7,6,26,3,12,15,0,1,0.833,12,8,20,46,27,1,32,14,9,20,26,3,11,1.000,2019,0.0,1.0,Johns Hopkins,0.0,58.73287064630087
201,03232019,delaware, michigan,16-13,1,16,6,22,37,25,1,34,21,10,18,32,2,13,11,1,0,0.81,13,7,20,40,24,1,38,19,13,14,32,3,9,0.905,2019,0.0,1.0,Michigan,0.0,479.01516269267404
202,03302019,delaware, fairfield,15-7,1,15,10,25,50,29,1,43,13,6,12,25,0,7,11,1,0,0.909,7,5,12,33,18,0,20,13,5,13,25,1,14,0.882,2019,0.0,1.0,Fairfield,0.0,182.06812678628287
203,04062019,delaware, drexel,15-13,1,15,10,25,37,22,1,28,17,10,11,31,8,13,12,1,0,0.821,13,9,22,41,25,5,37,17,7,20,31,3,7,0.941,2019,0.0,1.0,Drexel,0.0,56.363824253716054
204,04132019,delaware,hofstra,13-7,1,13,10,23,32,23,3,31,18,8,3,23,5,7,18,1,0,0.923,7,1,8,39,25,1,35,20,7,20,23,7,10,0.947,2019,1.0,0.0,Delaware,0.0,0.0
205,04202019,delaware,towson,12-14,1,12,4,16,39,22,0,26,9,8,9,28,4,14,8,0,1,1.0,14,7,21,35,22,4,36,17,6,19,28,6,10,0.917,2019,1.0,0.0,Delaware,0.0,0.0
206,04262019,delaware, massachusetts,9-11,1,9,6,15,40,25,0,24,11,10,6,24,2,11,13,0,1,0.8,11,8,19,41,24,2,25,16,5,18,24,3,16,0.917,2019,0.0,1.0,Massachusetts,0.0,319.72513554638226
207,05022019,delaware,towson,11-18,1,11,7,18,33,20,3,17,10,5,4,32,7,18,16,0,1,1.0,18,8,26,57,34,4,44,16,6,28,32,9,9,1.000,2019,0.0,1.0,Amherst MA,0.0,
208,02092019,denver,air force,11-4,1,11,8,19,49,28,0,31,15,7,15,19,3,4,10,1,0,0.739,4,3,7,25,14,0,22,16,8,4,19,6,17,0.792,2019,1.0,0.0,Denver,0.0,0.0
209,02162019,denver, duke,9-10,1,9,3,12,34,18,0,23,16,11,12,23,1,10,2,0,1,0.875,10,5,15,20,12,0,31,22,8,11,23,2,9,0.714,2019,0.0,1.0,Duke,0.0,1440.2512004822665
210,02232019,denver,utah,15-6,1,15,11,26,43,27,1,42,20,10,21,25,4,6,11,1,0,0.762,6,5,11,29,17,2,28,20,10,4,25,5,12,0.762,2019,1.0,0.0,Denver,0.0,0.0
211,02242019,denver,cleveland st,16-8,1,16,9,25,41,26,1,42,11,16,9,28,2,8,12,1,0,0.8,8,4,12,29,20,0,38,26,7,19,28,4,10,0.684,2019,1.0,0.0,Denver,0.0,0.0
212,03022019,denver, north carolina,12-10,1,12,8,20,37,19,1,34,18,8,9,26,5,10,11,1,0,0.636,10,5,15,45,21,2,38,17,8,17,26,5,7,0.733,2019,0.0,1.0,North Carolina,0.0,1434.5934799477682
213,03092019,denver,notre dame,7-10,1,7,6,13,37,17,3,26,15,11,9,17,10,10,5,0,1,0.824,10,7,17,36,15,2,18,19,6,8,17,7,10,0.778,2019,0.0,1.0,Costa Mesa Calif,0.0,828.6567255699609
214,03232019,denver, towson,7-6,1,7,1,8,42,18,0,29,17,13,5,17,1,6,9,1,0,0.92,6,2,8,24,15,0,26,20,9,12,17,0,11,0.682,2019,0.0,1.0,Towson,0.0,1507.9571726588308
215,03262019,denver, princeton,13-14,1,13,5,18,46,27,1,43,16,2,20,31,4,14,11,0,1,0.75,14,7,21,41,25,2,38,11,10,11,31,1,14,0.875,2019,0.0,1.0,Princeton,0.0,1600.534868802803
216,03302019,denver,georgetown,16-9,1,16,11,27,49,32,1,34,8,6,18,29,1,9,12,1,0,0.889,9,5,14,35,21,0,27,12,4,11,29,3,16,0.722,2019,1.0,0.0,Denver,0.0,0.0
217,04062019,denver,villanova,11-12,1,11,6,17,41,30,0,38,17,8,20,27,1,12,5,0,1,0.824,12,7,19,28,17,0,27,20,8,7,27,3,19,0.708,2019,1.0,0.0,Denver,0.0,0.0
218,04132019,denver, st johns ,15-12,1,15,9,24,53,28,1,30,14,9,23,31,3,12,11,1,0,0.895,12,7,19,34,23,2,18,11,4,8,31,4,13,0.895,2019,0.0,1.0,St Johns ,0.0,674.5179245258213
219,04202019,denver,providence,14-8,1,14,7,21,50,32,0,32,7,10,15,24,1,8,6,1,0,1.0,8,5,13,23,14,1,25,19,3,9,24,2,18,0.667,2019,1.0,0.0,Denver,0.0,0.0
220,04262019,denver, marquette,9-8,1,9,1,10,37,20,0,25,17,7,14,20,6,8,10,1,0,0.882,8,6,14,38,18,1,30,15,9,6,20,4,11,0.714,2019,0.0,1.0,Marquette,0.0,913.5917882227338
221,05022019,denver,villanova,17-11,1,17,10,27,36,23,0,29,17,13,16,32,1,11,6,1,0,0.85,11,6,17,31,17,1,34,20,9,16,32,1,6,0.750,2019,1.0,0.0,Denver,0.0,0.0
222,05042019,denver,georgetown,9-12,1,9,8,17,45,24,1,39,12,16,13,25,0,12,5,0,1,0.8,12,7,19,25,17,0,29,19,8,12,25,3,15,0.750,2019,1.0,0.0,Denver,0.0,0.0
223,02022019,detroit mercy,jacksonville,9-8,1,9,5,14,39,27,3,34,22,8,15,21,6,8,15,1,0,0.727,8,6,14,48,23,3,29,19,12,6,21,7,18,0.917,2019,0.0,1.0,Washington Twp MI,0.0,835.5873711457491
224,02162019,detroit mercy, notre dame,6-19,1,6,3,9,21,11,1,14,27,4,11,27,3,19,7,0,1,0.833,19,8,27,36,26,2,34,20,15,16,27,2,5,0.960,2019,0.0,1.0,Notre Dame,0.0,8606.5248332774
225,02232019,detroit mercy, marquette,15-12,1,15,6,21,38,22,1,32,17,6,19,30,3,12,11,1,0,0.857,12,8,20,51,23,1,27,14,10,11,30,5,7,0.857,2019,0.0,1.0,Marquette,0.0,247.70610535803993
226,03022019,detroit mercy, bellarmine,15-14,1,15,9,24,51,35,0,45,16,9,27,33,0,14,9,1,0,0.87,14,9,23,34,23,0,21,20,7,6,33,1,20,0.844,2019,0.0,1.0,Bellarmine,0.0,319.6209213922328
227,03062019,detroit mercy, air force,9-19,1,9,7,16,28,16,3,24,21,7,13,31,2,19,10,0,1,0.688,19,13,32,49,29,2,39,22,8,18,31,7,7,0.842,2019,0.0,1.0,Air Force,0.0,1162.3826317032926
228,03092019,detroit mercy, st bonaventure,16-8,1,16,6,22,56,31,3,50,20,12,22,25,9,8,11,1,0,0.92,8,4,12,32,19,3,25,22,9,3,25,5,15,0.871,2019,0.0,1.0,St Bonaventure,0.0,239.88495549235958
229,03162019,detroit mercy, quinnipiac,9-12,1,9,7,16,50,26,2,26,19,9,10,25,5,12,16,0,1,0.917,12,5,17,50,28,1,33,24,7,15,25,5,17,0.815,2019,0.0,1.0,Quinnipiac,0.0,532.1894141292549
