,Date,Team Name,Opponent,Result,G,Goals,Assists,Points,Shots,SOG,Man-Up G,GB,TO,CT,FO Won,FOs Taken,Pen,Goals Allowed,Saves,W,L,Clear Pct,Opp_Goals,Opp_Assists,Opp_Points,Opp_Shots,Opp_SOG,Opp_Man-Up G,Opp_GB,Opp_TO,Opp_CT,Opp_FO Won,Opp_FOs Taken,Opp_Pen,Opp_Saves,Opp_Clear Pct,Year,Home,Away,Location,OT,Distance Traveled
230,03232019,detroit mercy,monmouth,6-4,1,6,4,10,29,18,1,28,26,13,10,13,4,4,15,1,0,0.81,4,3,7,31,19,0,33,24,19,3,13,4,12,0.760,2019,1.0,0.0,Detroit Mercy,0.0,0.0
231,03302019,detroit mercy, marist,12-11,1,12,9,21,33,19,1,23,19,5,12,27,7,11,17,1,0,0.895,11,8,19,44,28,3,30,12,9,15,27,3,7,1.000,2019,0.0,1.0,Marist,0.0,401.66086845524546
232,04062019,detroit mercy,manhattan,10-5,1,10,5,15,39,24,0,37,18,7,13,19,5,5,11,1,0,0.857,5,4,9,37,16,2,27,20,6,6,19,0,14,0.913,2019,1.0,0.0,Detroit Mercy,0.0,0.0
233,04132019,detroit mercy,canisius,8-11,1,8,8,16,31,18,1,30,21,13,11,22,5,11,7,0,1,0.789,11,9,20,34,18,1,28,19,11,11,22,3,10,0.857,2019,1.0,0.0,Detroit Mercy,0.0,0.0
234,04202019,detroit mercy, siena,13-10,1,13,8,21,44,27,2,42,23,5,18,25,3,10,21,1,0,0.773,10,8,18,56,31,1,35,13,14,7,25,3,14,0.885,2019,0.0,1.0,Siena,0.0,4509.6574760740195
235,04242019,detroit mercy, cleveland st,9-11,1,9,5,14,28,19,2,29,23,5,8,24,9,11,21,0,1,0.615,11,7,18,52,32,0,49,20,11,16,24,9,10,0.864,2019,0.0,1.0,Cleveland St,0.0,726.2788376384418
236,04272019,detroit mercy, utah,10-16,1,10,7,17,32,18,1,30,24,8,13,28,4,16,12,0,1,0.87,16,14,30,40,28,3,36,20,10,15,28,2,8,0.800,2019,0.0,1.0,Utah,0.0,1487.9786054400245
237,05022019,detroit mercy,quinnipiac,10-19,1,10,3,13,36,19,1,38,22,9,21,31,6,19,8,0,1,0.632,19,10,29,47,27,1,38,17,10,10,31,5,9,0.840,2019,0.0,1.0,Poughkeepsie NY,0.0,532.1879302232331
238,02162019,drexel,high point,14-15 ,1,14,9,23,50,27,4,48,20,12,21,32,3,15,4,0,1,0.857,15,7,22,43,19,1,30,21,13,11,32,7,13,0.828,2019,1.0,0.0,Drexel,1.0,0.0
239,02192019,drexel, michigan,17-16 ,1,17,4,21,45,26,2,34,19,9,16,37,3,16,7,1,0,0.895,16,9,25,46,23,1,47,19,15,21,37,4,9,0.739,2019,0.0,1.0,Michigan,1.0,472.66900790214413
240,02232019,drexel,ualbany,12-13,1,12,4,16,42,26,3,38,20,9,19,27,4,13,14,0,1,0.917,13,6,19,44,27,1,29,17,12,8,27,5,14,0.821,2019,1.0,0.0,Drexel,0.0,0.0
241,03022019,drexel, jacksonville,12-19,1,12,6,18,37,22,3,29,18,10,14,33,6,19,5,0,1,0.722,19,8,27,38,24,2,28,13,15,19,33,9,10,0.850,2019,0.0,1.0,Jacksonville,0.0,754.6289073753419
242,03082019,drexel,saint josephs,10-7,1,10,7,17,35,20,3,30,16,5,11,24,5,7,6,1,0,0.636,7,4,11,31,13,1,27,21,7,13,24,5,10,0.850,2019,0.0,1.0,Villanova Pa,0.0,
243,03102019,drexel,villanova,15-10,1,15,6,21,32,23,2,38,19,12,14,28,3,10,13,1,0,0.885,10,3,13,41,23,1,31,15,13,14,28,7,8,0.952,2019,1.0,0.0,Drexel,0.0,0.0
244,03162019,drexel, georgetown,10-13,1,10,7,17,37,24,1,40,23,9,16,27,1,13,8,0,1,0.778,13,6,19,31,21,0,31,17,11,11,27,4,14,0.826,2019,0.0,1.0,Georgetown,0.0,124.06164518914234
245,03242019,drexel, providence,15-9,1,15,9,24,44,29,0,37,18,5,13,28,4,9,12,1,0,0.95,9,4,13,38,21,0,29,17,8,15,28,2,14,0.737,2019,0.0,1.0,Providence,0.0,7900.069935823586
246,03302019,drexel, massachusetts,9-10,1,9,4,13,31,21,0,21,16,6,8,23,8,10,12,0,1,1.0,10,6,16,42,22,2,33,13,11,15,23,3,12,0.938,2019,0.0,1.0,Massachusetts,0.0,270.1936137726081
247,04062019,drexel,delaware,13-15,1,13,9,22,41,25,5,37,17,7,20,31,3,15,7,0,1,0.941,15,10,25,37,22,1,28,17,10,11,31,8,12,0.821,2019,1.0,0.0,Drexel,0.0,0.0
248,04132019,drexel,fairfield,21-9,1,21,10,31,60,36,2,41,12,3,27,34,3,9,11,1,0,0.923,9,5,14,31,20,1,17,11,4,7,34,3,15,0.842,2019,1.0,0.0,Drexel,0.0,0.0
249,04202019,drexel, hofstra,13-12,1,13,8,21,36,26,7,32,14,3,15,26,10,12,15,1,0,0.857,12,8,20,39,27,2,31,11,6,11,26,11,13,1.000,2019,0.0,1.0,Hofstra,0.0,98.97524366241669
250,04272019,drexel,towson,9-11,1,9,7,16,54,26,3,29,18,8,17,24,3,11,8,0,1,0.944,11,9,20,31,19,1,18,17,7,7,24,10,17,0.760,2019,1.0,0.0,Drexel,0.0,0.0
251,05022019,drexel, massachusetts,15-12,1,15,8,23,40,27,2,29,19,6,14,30,3,12,11,1,0,0.941,12,8,20,37,23,3,21,19,12,16,30,7,12,0.875,2019,0.0,1.0,Massachusetts,0.0,
252,05042019,drexel,towson,14-16,1,14,6,20,47,31,2,35,19,7,23,33,5,16,11,0,1,0.8,16,7,23,48,27,1,22,13,10,10,33,5,17,0.882,2019,0.0,1.0,Amherst MA,0.0,216.52011465605665
253,02022019,duke, furman,17-9,1,17,7,24,50,26,1,35,18,3,19,29,4,9,9,1,0,0.818,9,5,14,32,18,0,24,16,8,10,29,4,9,0.952,2019,0.0,1.0,Furman,0.0,210.5291035732691
254,02062019,duke,high point,9-13,1,9,5,14,41,28,1,29,18,8,13,27,3,13,10,0,1,0.75,13,7,20,39,23,1,27,20,3,14,27,6,19,0.680,2019,1.0,0.0,Duke,0.0,0.0
255,02092019,duke, jacksonville,15-8,1,15,9,24,36,25,1,41,21,10,18,25,4,8,9,1,0,0.75,8,5,13,28,17,2,19,19,15,7,25,4,10,0.783,2019,0.0,1.0,Jacksonville,0.0,418.5581403461417
256,02162019,duke,denver,10-9,1,10,5,15,20,12,0,31,22,8,11,23,2,9,9,1,0,0.714,9,3,12,34,18,0,23,16,11,12,23,1,2,0.875,2019,1.0,0.0,Duke,0.0,0.0
257,02232019,duke,penn,17-7,1,17,11,28,45,28,0,34,15,10,17,27,3,7,8,1,0,0.75,7,3,10,32,15,1,25,18,7,10,27,0,11,0.944,2019,1.0,0.0,Duke,0.0,0.0
258,03012019,duke, richmond,11-7,1,11,5,16,44,22,0,30,13,10,14,21,2,7,8,1,0,0.95,7,4,11,30,15,0,17,18,6,7,21,1,11,0.800,2019,0.0,1.0,Richmond,0.0,3879.833787802064
259,03072019,duke,loyola maryland,12-7,1,12,8,20,43,27,1,35,13,6,9,22,5,7,10,1,0,0.947,7,4,11,22,17,2,19,15,3,13,22,3,15,0.625,2019,1.0,0.0,Duke,0.0,0.0
260,03122019,duke,utah,17-11,1,17,9,26,46,30,2,45,16,3,28,31,3,11,7,1,0,0.864,11,8,19,28,18,1,17,10,6,3,31,2,13,0.824,2019,1.0,0.0,Duke,0.0,0.0
261,03162019,duke,towson,12-10,1,12,9,21,39,27,0,31,10,13,5,24,5,10,7,1,0,0.75,10,5,15,36,17,3,26,25,2,19,24,2,15,0.571,2019,1.0,0.0,Duke,0.0,0.0
262,03242019,duke, syracuse,8-9 ,1,8,3,11,31,20,1,21,15,11,7,18,4,9,12,0,1,0.833,9,6,15,44,21,4,32,16,10,11,18,4,12,0.818,2019,0.0,1.0,Syracuse,1.0,507.00354252436716
263,03302019,duke, north carolina,8-10,1,8,4,12,42,29,2,29,14,6,9,22,3,10,15,0,1,0.917,10,5,15,41,25,1,28,13,5,13,22,11,21,0.941,2019,0.0,1.0,North Carolina,0.0,5.7231056295919815
264,04062019,duke,notre dame,14-8,1,14,10,24,36,27,0,31,13,8,11,26,5,8,9,1,0,1.0,8,3,11,28,17,0,26,16,4,15,26,2,13,0.933,2019,1.0,0.0,Duke,0.0,0.0
265,04132019,duke,virginia,12-7,1,12,8,20,40,28,3,39,15,11,7,22,2,7,12,1,0,0.76,7,4,11,32,19,0,30,17,4,15,22,5,16,0.812,2019,1.0,0.0,Duke,0.0,0.0
266,04202019,duke,marquette,10-9 ,1,10,6,16,39,21,0,30,20,7,12,22,4,9,11,1,0,0.667,9,5,14,40,20,2,29,16,11,10,22,2,11,0.722,2019,0.0,1.0,Bethpage NY,1.0,681.9675665761929
267,04272019,duke,notre dame,10-12,1,10,5,15,37,28,3,31,12,5,9,26,4,12,15,0,1,0.87,12,6,18,39,27,2,31,16,2,17,26,4,18,0.913,2019,0.0,1.0,Chapel Hill NC,0.0,2.279844623802707
268,05122019,duke,richmond,12-11,1,12,6,18,35,24,2,33,15,5,14,27,3,11,8,1,0,0.846,11,7,18,32,19,0,27,18,11,13,27,3,12,0.933,2019,1.0,0.0,Duke,0.0,0.0
269,05182019,duke,notre dame,14-13 ,1,14,7,21,40,25,1,30,13,3,15,30,4,13,9,1,0,0.963,13,7,20,42,22,3,25,15,5,15,30,3,11,0.857,2019,1.0,0.0,Duke,1.0,0.0
270,05252019,duke,virginia,12-13 ,1,12,5,17,47,30,2,36,9,7,12,30,1,13,11,0,1,0.85,13,10,23,54,24,1,44,18,4,18,30,3,18,0.850,2019,0.0,1.0,Philadelphia Pa,1.0,341.4202130879832
271,02162019,fairfield,saint josephs,10-21,1,10,8,18,47,23,1,30,13,3,11,34,5,21,7,0,1,0.778,21,13,34,35,28,3,42,17,7,23,34,5,13,0.722,2019,1.0,0.0,Fairfield,0.0,0.0
272,02232019,fairfield, sacred heart,12-11,1,12,10,22,41,26,4,32,23,6,21,27,2,11,18,1,0,0.571,11,7,18,40,28,0,37,15,17,6,27,5,14,1.000,2019,0.0,1.0,Sacred Heart,0.0,4.394154955363807
273,03022019,fairfield,rutgers,4-8,1,4,2,6,43,21,0,33,17,8,8,16,1,8,12,0,1,0.708,8,4,12,39,20,0,22,17,6,8,16,3,17,0.958,2019,1.0,0.0,Fairfield,0.0,0.0
274,03052019,fairfield,siena,21-15,1,21,15,36,46,30,2,39,17,11,23,39,3,15,9,1,0,0.857,15,10,25,40,24,2,33,16,8,16,39,6,9,0.625,2019,1.0,0.0,Fairfield,0.0,0.0
275,03092019,fairfield,georgetown,6-19,1,6,4,10,27,14,0,24,19,4,16,29,3,19,9,0,1,0.684,19,13,32,51,28,2,47,11,13,13,29,3,8,1.000,2019,1.0,0.0,Fairfield,0.0,0.0
276,03122019,fairfield, bryant,12-11 ,1,12,11,23,42,26,0,28,11,12,7,27,2,11,8,1,0,0.864,11,6,17,35,19,1,32,17,3,20,27,0,14,0.875,2019,0.0,1.0,Bryant,1.0,103.55374146293973
277,03152019,fairfield,utah,10-9 ,1,10,6,16,48,26,0,40,16,6,17,22,3,9,13,1,0,0.739,9,5,14,32,22,2,29,17,11,5,22,2,16,0.833,2019,1.0,0.0,Fairfield,1.0,0.0
278,03192019,fairfield, njit,18-5,1,18,11,29,56,36,0,45,16,7,21,26,4,5,10,1,0,0.833,5,3,8,28,15,2,26,14,8,5,26,1,18,0.909,2019,0.0,1.0,NJIT,0.0,56.245367569264495
279,03232019,fairfield,villanova,8-12,1,8,5,13,37,22,0,32,17,13,7,23,6,12,11,0,1,0.778,12,8,20,39,23,1,35,22,12,16,23,2,14,0.842,2019,1.0,0.0,Fairfield,0.0,0.0
280,03302019,fairfield,delaware,7-15,1,7,5,12,33,18,0,20,13,5,13,25,1,15,14,0,1,0.882,15,10,25,50,29,1,43,13,6,12,25,0,11,0.909,2019,1.0,0.0,Fairfield,0.0,0.0
281,04062019,fairfield,towson,7-14,1,7,6,13,30,22,1,20,13,12,3,25,2,14,10,0,1,0.81,14,9,23,52,24,2,46,15,6,22,25,4,15,0.882,2019,1.0,0.0,Fairfield,0.0,0.0
282,04132019,fairfield, drexel,9-21,1,9,5,14,31,20,1,17,11,4,7,34,3,21,15,0,1,0.842,21,10,31,60,36,2,41,12,3,27,34,3,11,0.923,2019,0.0,1.0,Drexel,0.0,131.25938259453906
283,04202019,fairfield, massachusetts,8-17,1,8,6,14,42,29,0,30,19,7,14,27,4,17,11,0,1,0.778,17,11,28,43,28,2,32,16,12,13,27,3,21,0.895,2019,0.0,1.0,Massachusetts,0.0,138.9525647722145
284,04262019,fairfield,hofstra,9-11,1,9,7,16,28,20,1,27,17,5,7,23,6,11,13,0,1,0.72,11,8,19,42,24,0,29,15,6,16,23,5,11,0.920,2019,1.0,0.0,Fairfield,0.0,0.0
285,02022019,furman,duke,9-17,1,9,5,14,32,18,0,24,16,8,10,29,4,17,9,0,1,0.952,17,7,24,50,26,1,35,18,3,19,29,4,9,0.818,2019,1.0,0.0,Furman,0.0,0.0
286,02092019,furman, north carolina,10-14,1,10,6,16,33,23,3,35,12,7,6,27,3,14,20,0,1,0.889,14,7,21,46,34,2,34,18,6,21,27,7,13,0.850,2019,0.0,1.0,North Carolina,0.0,206.61174797038615
287,02162019,furman,sacred heart,11-18,1,11,5,16,37,23,1,49,23,8,17,32,9,18,12,0,1,0.739,18,11,29,47,30,3,65,21,11,15,32,3,12,0.708,2019,0.0,1.0,PHILADELPHIA Pa,0.0,528.3907947772552
288,02192019,furman,canisius,12-10,1,12,9,21,37,26,0,27,16,9,10,26,2,10,13,1,0,0.722,10,6,16,33,23,2,30,20,7,16,26,1,14,0.842,2019,1.0,0.0,Furman,0.0,0.0
289,02242019,furman,hampton,26-6,1,26,16,42,54,43,1,43,19,14,18,35,2,6,11,1,0,0.724,6,2,8,36,17,1,30,26,9,17,35,1,17,0.577,2019,1.0,0.0,Furman,0.0,0.0
290,03022019,furman,utah,7-8,1,7,4,11,44,24,0,22,16,12,12,18,3,8,5,0,1,0.769,8,3,11,28,13,1,20,21,7,6,18,4,17,0.760,2019,1.0,0.0,Furman,0.0,0.0
291,03052019,furman, georgetown,6-18,1,6,4,10,23,15,0,25,20,11,10,26,6,18,15,0,1,0.818,18,12,30,50,33,4,34,16,5,16,26,1,9,0.864,2019,0.0,1.0,Georgetown,0.0,404.38965570801486
292,03162019,furman, richmond,8-13,1,8,2,10,30,19,1,31,19,12,9,25,4,13,17,0,1,0.857,13,7,20,48,30,2,38,19,11,16,25,2,11,0.704,2019,0.0,1.0,Richmond,0.0,4074.2743175976357
293,03232019,furman,air force,7-11,1,7,4,11,31,16,0,24,20,9,5,21,0,11,11,0,1,0.769,11,6,17,37,22,0,36,21,10,16,21,2,9,0.840,2019,1.0,0.0,Furman,0.0,0.0
294,03302019,furman, high point,10-17,1,10,7,17,37,24,1,31,15,7,13,30,3,17,9,0,1,0.808,17,10,27,47,26,2,36,18,7,17,30,2,14,0.905,2019,0.0,1.0,High Point,0.0,155.63731356125135
295,04062019,furman,mercer,15-14,1,15,7,22,36,28,1,29,10,10,4,33,7,14,21,1,0,0.828,14,6,20,54,35,0,43,18,5,29,33,2,13,0.875,2019,1.0,0.0,Furman,0.0,0.0
296,04132019,furman,bellarmine,12-15,1,12,6,18,38,24,2,34,14,10,15,31,2,15,10,0,1,0.81,15,9,24,46,25,1,35,17,3,16,31,5,12,0.905,2019,1.0,0.0,Furman,0.0,0.0
297,04202019,furman, jacksonville,10-11,1,10,4,14,28,16,1,25,21,10,7,26,5,11,19,0,1,0.68,11,6,17,45,30,1,39,18,10,19,26,3,6,0.880,2019,0.0,1.0,Jacksonville,0.0,318.75686317283464
298,04272019,furman,vmi,20-6,1,20,13,33,52,32,2,36,17,13,9,29,4,6,18,1,0,0.833,6,3,9,42,24,2,35,19,5,20,29,3,12,0.714,2019,1.0,0.0,Furman,0.0,0.0
299,02092019,georgetown,sacred heart,13-10,1,13,10,23,41,22,1,30,19,12,14,27,5,10,16,1,0,0.833,10,7,17,48,26,2,26,22,12,13,27,4,9,0.588,2019,1.0,0.0,Georgetown,0.0,0.0
300,02162019,georgetown,robert morris,14-11,1,14,9,23,41,27,1,29,12,10,11,29,4,11,15,1,0,0.88,11,5,16,44,26,1,28,14,5,18,29,4,13,0.905,2019,1.0,0.0,Georgetown,0.0,0.0
301,02232019,georgetown,towson,8-14,1,8,4,12,38,22,1,20,13,9,4,25,3,14,11,0,1,0.818,14,9,23,45,25,1,39,19,6,21,25,6,14,0.880,2019,1.0,0.0,Georgetown,0.0,0.0
302,02262019,georgetown, mount st marys,13-11,1,13,8,21,47,26,1,34,11,10,16,28,4,11,6,1,0,0.842,11,6,17,28,17,2,28,20,3,12,28,6,13,0.905,2019,0.0,1.0,Mount St Marys,0.0,
303,03022019,georgetown, hofstra,14-6,1,14,10,24,34,21,1,20,13,6,10,22,3,6,11,1,0,1.0,6,2,8,32,17,0,16,14,3,12,22,3,7,0.917,2019,0.0,1.0,Hofstra,0.0,222.98286233742957
304,03052019,georgetown,furman,18-6,1,18,12,30,50,33,4,34,16,5,16,26,1,6,9,1,0,0.864,6,4,10,23,15,0,25,20,11,10,26,6,15,0.818,2019,1.0,0.0,Georgetown,0.0,0.0
305,03092019,georgetown, fairfield,19-6,1,19,13,32,51,28,2,47,11,13,13,29,3,6,8,1,0,1.0,6,4,10,27,14,0,24,19,4,16,29,3,9,0.684,2019,0.0,1.0,Fairfield,0.0,255.09732282640456
306,03162019,georgetown,drexel,13-10,1,13,6,19,31,21,0,31,17,11,11,27,4,10,14,1,0,0.826,10,7,17,37,24,1,40,23,9,16,27,1,8,0.778,2019,1.0,0.0,Georgetown,0.0,0.0
307,03232019,georgetown,marquette,8-9,1,8,3,11,43,20,1,26,15,11,11,21,1,9,14,0,1,0.81,9,6,15,31,23,0,28,19,6,10,21,2,12,0.905,2019,1.0,0.0,Georgetown,0.0,0.0
308,03302019,georgetown, denver,9-16,1,9,5,14,35,21,0,27,12,4,11,29,3,16,16,0,1,0.722,16,11,27,49,32,1,34,8,6,18,29,1,12,0.889,2019,0.0,1.0,Denver,0.0,1489.8191111600015
309,04062019,georgetown, providence,17-15,1,17,12,29,38,32,2,34,10,5,16,36,4,15,12,1,0,0.957,15,10,25,44,27,1,32,14,5,20,36,4,15,0.824,2019,0.0,1.0,Providence,0.0,7940.354133789704
310,04092019,georgetown, loyola maryland,14-16,1,14,9,23,46,30,1,41,14,7,15,33,2,16,15,0,1,0.842,16,11,27,49,31,1,42,13,11,18,33,2,16,0.850,2019,0.0,1.0,Loyola Maryland,0.0,39.06531214481971
311,04142019,georgetown,villanova,16-13,1,16,10,26,40,31,1,35,14,7,22,32,2,13,15,1,0,0.889,13,5,18,39,28,1,28,12,8,10,32,2,15,0.909,2019,1.0,0.0,Georgetown,0.0,0.0
312,04202019,georgetown, njit,23-7,1,23,14,37,55,30,0,40,13,7,23,34,3,7,11,1,0,0.857,7,3,10,31,18,1,15,16,6,11,34,1,7,0.938,2019,0.0,1.0,NJIT,0.0,199.21821662694938
313,04272019,georgetown,st johns ,14-10,1,14,6,20,45,29,1,54,16,9,15,27,4,10,14,1,0,0.812,10,7,17,36,24,1,31,17,7,12,27,5,15,0.800,2019,1.0,0.0,Georgetown,0.0,0.0
314,05022019,georgetown,providence,13-12,1,13,11,24,44,23,0,34,12,11,13,28,1,12,8,1,0,1.0,12,4,16,35,20,1,26,17,6,15,28,0,10,0.917,2019,0.0,1.0,Denver Colo,0.0,1489.8191111600015
315,05042019,georgetown, denver,12-9,1,12,7,19,25,17,0,29,19,8,12,25,3,9,15,1,0,0.75,9,8,17,45,24,1,39,12,16,13,25,0,5,0.800,2019,0.0,1.0,Denver,0.0,
316,05112019,georgetown, yale,16-19,1,16,6,22,46,32,1,33,9,10,5,39,3,19,14,0,1,0.958,19,12,31,50,33,1,58,18,4,34,39,3,16,0.944,2019,0.0,1.0,Yale,0.0,270.3448908942845
317,02242019,hampton, furman,6-26,1,6,2,8,36,17,1,30,26,9,17,35,1,26,17,0,1,0.577,26,16,42,54,43,1,43,19,14,18,35,2,11,0.724,2019,0.0,1.0,Furman,0.0,371.03442993995253
318,03022019,hampton,greensboro,14-6,1,14,6,20,46,29,1,49,24,13,19,24,7,6,6,1,0,0.864,6,5,11,20,12,1,21,31,10,5,24,4,15,0.581,2019,1.0,0.0,Hampton,0.0,0.0
319,03082019,hampton,suny maritime,11-17,1,11,9,20,44,22,1,25,21,13,18,31,1,17,14,0,1,0.923,17,12,29,44,31,1,26,18,17,13,31,2,11,1.000,2019,1.0,0.0,Hampton,0.0,0.0
320,03122019,hampton,suny poly,15-10,1,15,11,26,35,23,0,30,20,18,17,28,2,10,11,1,0,1.0,10,5,15,31,21,5,21,22,11,11,28,1,8,0.833,2019,1.0,0.0,Hampton,0.0,0.0
321,03162019,hampton,alderson broaddus,9-5,1,9,6,15,35,22,0,13,19,11,8,16,6,5,10,1,0,0.273,5,1,6,30,15,1,14,19,8,8,16,1,13,0.200,2019,1.0,0.0,Hampton,0.0,0.0
322,03202019,hampton, westminster ,9-8,1,9,7,16,43,22,1,43,25,11,15,21,5,8,9,1,0,0.96,8,3,11,26,17,1,27,28,9,6,21,4,13,0.758,2019,0.0,1.0,Westminster ,0.0,3729.4300998591457
323,03302019,hampton,vmi,9-23,1,9,7,16,40,23,3,47,35,8,22,35,5,23,13,0,1,0.444,23,13,36,56,36,2,45,21,16,13,35,5,14,0.783,2019,1.0,0.0,Hampton,0.0,0.0
324,04062019,hampton,njit,9-26,1,9,2,11,40,22,0,42,23,8,24,39,9,26,15,0,1,0.684,26,12,38,64,41,6,48,20,16,15,39,1,13,0.846,2019,1.0,0.0,Hampton,0.0,0.0
325,04172019,hampton, chowan,18-16,1,18,9,27,65,50,1,68,24,10,31,37,10,16,11,1,0,0.846,16,7,23,42,27,4,35,17,18,6,37,6,32,0.897,2019,0.0,1.0,Chowan,0.0,58.37361591053204
326,04202019,hampton,bethany ,26-2,1,26,17,43,62,42,1,64,27,17,29,32,8,2,8,1,0,1.0,2,2,4,22,10,1,24,34,8,3,32,5,16,0.548,2019,0.0,1.0,Sparks Md,0.0,
327,04272019,hampton, st thomas aquinas,8-13,1,8,8,16,43,28,0,45,21,5,21,24,5,13,11,0,1,0.952,13,3,16,37,24,0,30,23,7,3,24,2,20,0.794,2019,0.0,1.0,St Thomas Aquinas,0.0,2232.8827440992814
328,02162019,hartford,st johns ,10-18,1,10,8,18,35,21,2,32,11,7,11,30,6,18,15,0,1,0.842,18,11,29,54,33,2,34,12,4,19,30,2,11,0.944,2019,1.0,0.0,Hartford,0.0,0.0
329,02232019,hartford, canisius,12-16,1,12,4,16,37,26,1,29,16,4,13,32,5,16,8,0,1,0.818,16,8,24,40,24,2,30,20,7,19,32,3,14,0.950,2019,0.0,1.0,Canisius,0.0,
330,02262019,hartford,marist,13-14,1,13,11,24,32,21,3,25,11,11,4,31,5,14,7,0,1,0.941,14,7,21,47,21,1,38,15,2,27,31,4,8,0.895,2019,1.0,0.0,Hartford,0.0,0.0
331,03022019,hartford,harvard,9-16,1,9,6,15,26,18,3,28,23,7,15,27,6,16,12,0,1,0.773,16,9,25,44,28,4,38,17,9,12,27,6,9,0.800,2019,1.0,0.0,Hartford,0.0,0.0
332,03052019,hartford, manhattan,8-11,1,8,5,13,45,24,1,31,8,11,6,21,6,11,13,0,1,1.0,11,8,19,35,24,3,36,15,3,15,21,4,16,0.947,2019,0.0,1.0,Manhattan,0.0,94.11296716101107
333,03092019,hartford,sacred heart,12-16,1,12,5,17,31,16,2,29,22,6,20,31,5,16,9,0,1,0.684,16,5,21,51,25,2,37,18,13,11,31,4,4,0.789,2019,1.0,0.0,Hartford,0.0,0.0
334,03162019,hartford,stony brook,12-11,1,12,9,21,35,27,1,34,12,7,13,26,3,11,14,1,0,0.947,11,7,18,40,25,1,22,9,5,13,26,4,15,0.905,2019,1.0,0.0,Hartford,0.0,0.0
335,03192019,hartford, quinnipiac,16-17 ,1,16,4,20,51,34,1,38,8,6,19,37,5,17,13,0,1,0.867,17,11,28,43,30,1,32,12,6,18,37,4,18,0.944,2019,0.0,1.0,Quinnipiac,1.0,27.93290875043594
336,03232019,hartford, vermont,6-15,1,6,6,12,34,22,1,18,20,4,13,24,0,15,12,0,1,0.696,15,9,24,50,27,0,23,11,10,11,24,7,16,1.000,2019,0.0,1.0,Vermont,0.0,186.14135836993205
337,03302019,hartford, ualbany,10-14,1,10,3,13,34,20,1,24,11,7,8,27,6,14,12,0,1,0.87,14,8,22,45,26,1,33,16,8,19,27,5,10,0.864,2019,0.0,1.0,UAlbany,0.0,
338,04062019,hartford,umass lowell,14-11,1,14,8,22,44,27,2,31,13,7,17,29,2,11,10,1,0,0.947,11,4,15,40,21,0,30,17,5,12,29,6,13,0.750,2019,1.0,0.0,Hartford,0.0,0.0
339,04092019,hartford, dartmouth,12-11,1,12,8,20,33,21,3,33,22,8,18,27,5,11,5,1,0,0.818,11,5,16,32,16,3,27,22,12,9,27,5,9,0.652,2019,0.0,1.0,Dartmouth,0.0,133.1791136167712
340,04132019,hartford,utah,14-12,1,14,7,21,39,24,2,33,13,1,17,29,3,12,16,1,0,0.941,12,8,20,40,28,1,26,9,4,12,29,5,10,0.905,2019,1.0,0.0,Hartford,0.0,0.0
341,04202019,hartford, binghamton,12-15,1,12,10,22,43,31,3,34,14,3,14,31,3,15,15,0,1,0.762,15,11,26,59,30,1,31,13,8,17,31,4,19,0.870,2019,0.0,1.0,Binghamton,0.0,168.9558120191662
342,04272019,hartford,umbc,9-11,1,9,6,15,31,14,0,27,16,6,12,23,7,11,10,0,1,0.895,11,6,17,46,21,3,32,13,7,11,23,3,5,1.000,2019,1.0,0.0,Hartford,0.0,0.0
343,02162019,harvard, north carolina,11-16,1,11,8,19,34,19,2,34,24,9,14,31,5,16,15,0,1,0.75,16,9,25,43,31,2,47,18,15,17,31,4,8,0.895,2019,0.0,1.0,North Carolina,0.0,608.5429648065187
344,02232019,harvard,massachusetts,9-12,1,9,6,15,36,22,3,22,16,8,9,25,6,12,13,0,1,0.87,12,7,19,50,25,0,25,19,6,16,25,8,13,0.857,2019,1.0,0.0,Harvard,0.0,0.0
345,02262019,harvard,holy cross,10-11 ,1,10,8,18,35,24,1,26,25,14,4,26,1,11,19,0,1,0.857,11,6,17,58,30,0,42,23,7,22,26,4,14,0.909,2019,1.0,0.0,Harvard,1.0,0.0
346,03022019,harvard, hartford,16-9,1,16,9,25,44,28,4,38,17,9,12,27,6,9,9,1,0,0.8,9,6,15,26,18,3,28,23,7,15,27,6,12,0.773,2019,0.0,1.0,Hartford,0.0,90.6735723853481
347,03092019,harvard,providence,9-8,1,9,6,15,33,18,0,31,19,8,10,21,2,8,22,1,0,0.818,8,3,11,47,30,0,32,17,9,11,21,2,9,0.905,2019,1.0,0.0,Harvard,0.0,0.0
348,03162019,harvard, brown,14-16,1,14,5,19,43,28,2,41,19,9,11,34,4,16,19,0,1,0.75,16,8,24,53,35,3,41,21,2,23,34,4,14,0.667,2019,0.0,1.0,Brown,0.0,40.53262408375556
349,03192019,harvard, boston u,12-11 ,1,12,7,19,40,24,3,50,32,7,19,29,4,11,19,1,0,0.704,11,7,18,52,30,2,37,22,18,10,29,6,12,0.818,2019,0.0,1.0,Boston U,1.0,
350,03232019,harvard, dartmouth,12-9,1,12,6,18,41,29,0,35,23,5,20,22,2,9,15,1,0,0.739,9,6,15,30,24,1,29,15,14,2,22,2,17,0.720,2019,0.0,1.0,Dartmouth,0.0,109.83735503013598
