,Date,Team Name,Opponent,Result,G,Goals,Assists,Points,Shots,SOG,Man-Up G,GB,TO,CT,FO Won,FOs Taken,Pen,Goals Allowed,Saves,W,L,Clear Pct,Opp_Goals,Opp_Assists,Opp_Points,Opp_Shots,Opp_SOG,Opp_Man-Up G,Opp_GB,Opp_TO,Opp_CT,Opp_FO Won,Opp_FOs Taken,Opp_Pen,Opp_Saves,Opp_Clear Pct,Year,Home,Away,Location,OT
111,03242018,bucknell, loyola maryland,12-11,1,12,6,18,37,20,3,27,11,6,15,27,3,11,9,1,0,0.923,11,7,18,31,20,0,24,11,7,12,27,6,8,0.846,2018,0.0,1.0,Loyola Maryland,0.0
112,03312018,bucknell, army west point,10-7,1,10,5,15,34,20,1,27,16,5,10,21,2,7,9,1,0,0.812,7,6,13,29,16,0,26,13,10,11,21,2,10,0.812,2018,0.0,1.0,Army West Point,0.0
113,04042018,bucknell, yale,9-8 ,1,9,6,15,34,18,1,19,8,7,6,19,5,8,11,1,0,0.933,8,5,13,30,19,3,26,13,4,13,19,5,9,0.706,2018,0.0,1.0,Yale,1.0
114,04072018,bucknell,mount st marys,14-9,1,14,8,22,31,18,1,27,12,16,9,26,4,9,9,1,0,0.824,9,7,16,28,18,1,30,19,6,17,26,3,4,0.923,2018,1.0,0.0,Bucknell,0.0
115,04132018,bucknell,lafayette,15-6,1,15,8,23,45,27,1,35,8,12,17,25,1,6,7,1,0,0.882,6,4,10,26,13,0,24,15,4,8,25,2,12,0.824,2018,1.0,0.0,Bucknell,0.0
116,04202018,bucknell,lehigh,14-7,1,14,13,27,43,20,1,33,8,12,9,24,2,7,9,1,0,0.938,7,5,12,25,16,1,23,13,4,15,24,5,6,0.800,2018,1.0,0.0,Bucknell,0.0
117,04242018,bucknell,boston u,11-12,1,11,5,16,38,23,0,27,11,4,14,26,2,12,5,0,1,0.647,12,10,22,25,17,2,33,12,8,12,26,4,12,0.800,2018,1.0,0.0,Bucknell,0.0
118,02172018,canisius, dartmouth,12-13,1,12,9,21,26,18,5,30,15,8,13,26,6,13,11,0,1,0.929,13,6,19,41,24,4,32,15,7,13,26,7,6,0.650,2018,0.0,1.0,Dartmouth,0.0
119,02202018,canisius, binghamton,12-10,1,12,8,20,31,19,1,20,12,8,7,25,2,10,8,1,0,0.875,10,2,12,37,18,0,25,11,9,18,25,4,7,0.800,2018,0.0,1.0,Binghamton,0.0
120,02242018,canisius,furman,14-13 ,1,14,9,23,33,26,1,26,10,6,12,31,0,13,8,1,0,0.769,13,7,20,39,21,0,32,15,3,19,31,3,12,0.833,2018,0.0,1.0,Wayne Pa,1.0
121,03042018,canisius,cleveland st,12-11,1,12,6,18,35,26,0,26,12,6,12,27,2,11,8,1,0,0.895,11,4,15,36,19,1,31,15,4,15,27,2,14,0.857,2018,1.0,0.0,Canisius,0.0
122,03172018,canisius, colgate,5-18,1,5,4,9,15,10,1,13,12,3,7,27,3,18,12,0,1,0.917,18,9,27,55,30,2,33,7,4,20,27,4,5,0.867,2018,0.0,1.0,Colgate,0.0
123,03202018,canisius, ualbany,11-19,1,11,7,18,34,18,1,29,13,3,8,34,3,19,13,0,1,0.947,19,11,30,49,32,2,37,11,5,26,34,2,7,0.929,2018,0.0,1.0,UAlbany,0.0
124,03242018,canisius, siena,13-12,1,13,10,23,39,25,1,26,11,4,15,28,4,12,10,1,0,0.889,12,5,17,36,22,2,14,6,6,13,28,2,12,0.938,2018,0.0,1.0,Siena,0.0
125,03272018,canisius,hobart,9-19,1,9,5,14,19,14,0,16,13,4,7,31,4,19,12,0,1,0.882,19,7,26,46,31,1,36,12,4,24,31,2,5,0.955,2018,1.0,0.0,Canisius,0.0
126,03312018,canisius, marist,16-5,1,16,8,24,45,25,1,23,7,5,14,24,1,5,9,1,0,1.0,5,2,7,27,14,0,19,9,5,10,24,4,9,0.923,2018,0.0,1.0,Marist,0.0
127,04072018,canisius,detroit mercy,10-12,1,10,4,14,33,21,1,29,14,8,11,25,0,12,8,0,1,0.85,12,6,18,39,20,0,31,13,5,14,25,1,11,0.850,2018,1.0,0.0,Canisius,0.0
128,04102018,canisius,robert morris,9-11,1,9,8,17,35,20,0,29,18,8,12,24,2,11,13,0,1,0.867,11,5,16,39,24,0,26,16,8,12,24,1,11,0.917,2018,1.0,0.0,Canisius,0.0
129,04142018,canisius, quinnipiac,14-19,1,14,9,23,34,24,4,28,11,9,13,36,4,19,8,0,1,0.786,19,7,26,44,27,1,37,16,6,23,36,4,10,0.800,2018,0.0,1.0,Quinnipiac,0.0
130,04202018,canisius,manhattan,19-11,1,19,11,30,37,31,0,37,12,14,15,33,3,11,6,1,0,0.875,11,8,19,28,17,2,35,22,5,18,33,0,12,0.692,2018,1.0,0.0,Canisius,0.0
131,04272018,canisius,monmouth,12-13,1,12,8,20,33,24,2,27,12,5,13,28,3,13,9,0,1,1.0,13,9,22,41,22,2,22,10,5,15,28,3,12,0.889,2018,1.0,0.0,Canisius,0.0
132,05032018,canisius,quinnipiac,11-10 ,1,11,8,19,32,20,1,26,13,8,6,25,1,10,12,1,0,0.95,10,4,14,33,22,0,36,15,4,19,25,1,9,0.706,2018,0.0,1.0,West Long Branch NJ,1.0
133,05052018,canisius,detroit mercy,10-9 ,1,10,5,15,34,19,1,31,13,6,9,23,3,9,12,1,0,0.909,9,4,13,31,21,0,31,15,6,14,23,2,9,0.950,2018,0.0,1.0,West Long Branch NJ,1.0
134,05092018,canisius,robert morris,6-12,1,6,5,11,26,12,0,26,20,3,13,22,4,12,11,0,1,0.857,12,4,16,37,23,0,27,14,8,9,22,0,6,0.944,2018,1.0,0.0,Canisius,0.0
135,02032018,cleveland st,ohio st,6-13,1,6,2,8,19,14,0,18,15,11,6,22,3,13,9,0,1,0.818,13,4,17,40,22,1,36,15,3,16,22,1,8,0.941,2018,1.0,0.0,Cleveland St,0.0
136,02102018,cleveland st, michigan,5-15,1,5,2,7,31,21,0,25,17,4,12,24,1,15,7,0,1,0.765,15,6,21,44,22,1,35,18,10,12,24,4,16,0.808,2018,0.0,1.0,Michigan,0.0
137,02132018,cleveland st,mercer,9-10 ,1,9,5,14,48,18,4,33,13,8,12,22,4,10,6,0,1,0.8,10,3,13,34,16,1,28,16,6,10,22,7,9,0.842,2018,1.0,0.0,Cleveland St,1.0
138,02172018,cleveland st, bellarmine,9-13,1,9,5,14,35,21,1,17,13,7,9,23,4,13,6,0,1,0.812,13,10,23,32,19,3,28,19,9,14,23,8,12,0.824,2018,0.0,1.0,Bellarmine,0.0
139,02232018,cleveland st, air force,8-7,1,8,5,13,30,17,1,14,11,3,6,17,1,7,12,1,0,1.0,7,2,9,30,19,0,21,14,7,11,17,2,9,0.929,2018,0.0,1.0,Air Force,0.0
140,02252018,cleveland st, denver,8-17,1,8,5,13,29,17,0,23,14,9,4,28,3,17,8,0,1,0.818,17,9,26,40,25,1,36,21,6,24,28,1,9,0.700,2018,0.0,1.0,Denver,0.0
141,03042018,cleveland st, canisius,11-12,1,11,4,15,36,19,1,31,15,4,15,27,2,12,14,0,1,0.857,12,6,18,35,26,0,26,12,6,12,27,2,8,0.895,2018,0.0,1.0,Canisius,0.0
142,03132018,cleveland st,lafayette,12-6,1,12,5,17,44,24,0,35,17,7,10,22,2,6,11,1,0,0.857,6,2,8,35,17,0,34,18,10,12,22,4,12,0.800,2018,1.0,0.0,Cleveland St,0.0
143,03182018,cleveland st,duke,3-9,1,3,0,3,26,10,0,25,21,5,10,16,2,9,17,0,1,0.842,9,2,11,39,26,1,27,11,15,6,16,5,7,0.920,2018,1.0,0.0,Cleveland St,0.0
144,03242018,cleveland st, penn st,5-16,1,5,2,7,25,14,0,24,16,4,11,24,3,16,13,0,1,0.833,16,10,26,50,29,2,26,7,12,13,24,3,9,0.933,2018,0.0,1.0,Penn St,0.0
145,04072018,cleveland st,hampton,19-6,1,19,12,31,57,37,3,43,14,9,23,29,1,6,8,1,0,1.0,6,1,7,24,14,0,23,14,8,6,29,6,18,0.955,2018,1.0,0.0,Cleveland St,0.0
146,04142018,cleveland st, robert morris,5-14,1,5,4,9,34,22,1,22,13,10,16,22,3,14,13,0,1,1.0,14,10,24,31,27,1,26,12,11,6,22,3,17,0.870,2018,0.0,1.0,Robert Morris,0.0
147,04212018,cleveland st,sacred heart,15-9,1,15,8,23,40,25,1,32,14,5,16,27,4,9,12,1,0,0.833,9,4,13,40,21,2,26,10,6,11,27,4,10,0.850,2018,1.0,0.0,Cleveland St,0.0
148,04282018,cleveland st, detroit mercy,6-12,1,6,3,9,33,16,0,32,20,12,8,21,2,12,12,0,1,0.857,12,7,19,38,24,1,39,17,12,13,21,4,10,0.880,2018,0.0,1.0,Detroit Mercy,0.0
149,02102018,colgate, marist,18-12,1,18,11,29,45,28,2,35,8,7,18,32,9,12,8,1,0,1.0,12,7,19,32,20,3,20,12,3,14,32,3,10,0.857,2018,0.0,1.0,Marist,0.0
150,02132018,colgate,binghamton,21-7,1,21,11,32,44,34,2,38,13,4,23,29,4,7,7,1,0,0.909,7,3,10,21,14,0,15,14,4,6,29,8,13,0.625,2018,1.0,0.0,Colgate,0.0
151,02172018,colgate,cornell,14-11,1,14,9,23,37,24,1,33,8,7,22,29,3,11,9,1,0,0.909,11,6,17,30,20,1,17,9,2,7,29,4,10,0.706,2018,1.0,0.0,Colgate,0.0
152,02242018,colgate,bucknell,10-13,1,10,9,19,38,22,0,27,9,7,12,24,2,13,5,0,1,0.818,13,5,18,28,18,1,19,14,5,12,24,7,12,0.733,2018,1.0,0.0,Colgate,0.0
153,03032018,colgate, lehigh,7-10,1,7,3,10,19,13,0,18,17,6,9,20,4,10,3,0,1,0.688,10,8,18,26,13,0,33,13,9,11,20,2,6,1.000,2018,0.0,1.0,Lehigh,0.0
154,03062018,colgate, hobart,11-12,1,11,3,14,34,20,0,25,14,4,12,26,2,12,12,0,1,0.905,12,3,15,44,24,0,32,11,8,14,26,2,9,0.944,2018,0.0,1.0,Hobart,0.0
155,03102018,colgate, boston u,16-9,1,16,12,28,43,24,3,30,15,5,20,28,4,9,8,1,0,0.889,9,6,15,34,17,2,20,12,9,8,28,7,8,0.929,2018,0.0,1.0,Boston U,0.0
156,03172018,colgate,canisius,18-5,1,18,9,27,55,30,2,33,7,4,20,27,4,5,5,1,0,0.867,5,4,9,15,10,1,13,12,3,7,27,3,12,0.917,2018,1.0,0.0,Colgate,0.0
157,03242018,colgate,army west point,8-6,1,8,1,9,28,16,0,25,15,5,12,18,2,6,12,1,0,0.722,6,4,10,35,18,0,21,10,9,6,18,0,8,0.882,2018,1.0,0.0,Colgate,0.0
158,03312018,colgate,loyola maryland,7-11,1,7,4,11,31,17,2,32,19,4,17,22,3,11,14,0,1,0.875,11,7,18,33,25,0,29,10,11,5,22,6,10,0.882,2018,1.0,0.0,Colgate,0.0
159,04072018,colgate, navy,10-12,1,10,3,13,47,20,0,28,12,8,12,25,1,12,8,0,1,1.0,12,9,21,37,20,1,26,15,2,13,25,0,10,0.824,2018,0.0,1.0,Navy,0.0
160,04142018,colgate,holy cross,10-12,1,10,7,17,38,23,1,23,13,6,11,24,4,12,12,0,1,0.833,12,4,16,39,24,2,22,15,4,13,24,3,13,0.941,2018,1.0,0.0,Colgate,0.0
161,04202018,colgate, lafayette,17-9,1,17,11,28,41,25,4,35,6,5,16,28,6,9,10,1,0,1.0,9,3,12,32,19,0,23,10,3,12,28,6,8,0.786,2018,0.0,1.0,Lafayette,0.0
162,04242018,colgate, lehigh,6-11,1,6,3,9,31,19,0,36,13,10,9,20,3,11,11,0,1,0.882,11,8,19,32,22,1,26,15,9,11,20,1,13,0.889,2018,0.0,1.0,Lehigh,0.0
163,05052018,colgate, syracuse,5-17,1,5,2,7,34,12,1,18,16,3,12,26,4,17,12,0,1,0.778,17,9,26,41,29,3,33,10,10,14,26,3,7,0.941,2018,0.0,1.0,Syracuse,0.0
164,02172018,cornell, colgate,11-14,1,11,6,17,30,20,1,17,9,2,7,29,4,14,10,0,1,0.706,14,9,23,37,24,1,33,8,7,22,29,3,9,0.909,2018,0.0,1.0,Colgate,0.0
165,02242018,cornell,hobart,15-8,1,15,10,25,32,23,1,28,14,6,13,26,6,8,19,1,0,0.739,8,5,13,39,27,1,25,9,6,13,26,2,8,0.917,2018,1.0,0.0,Cornell,0.0
166,03042018,cornell, ualbany,9-11,1,9,4,13,33,16,1,18,11,8,0,24,7,11,19,0,1,0.852,11,8,19,40,30,2,46,16,5,24,24,2,7,0.938,2018,0.0,1.0,UAlbany,0.0
167,03062018,cornell,binghamton,18-2,1,18,14,32,35,25,1,28,9,8,12,24,5,2,10,1,0,0.955,2,0,2,26,12,0,22,16,5,12,24,3,7,0.733,2018,1.0,0.0,Cornell,0.0
168,03102018,cornell,penn st,9-7,1,9,6,15,41,22,0,28,12,8,8,19,1,7,13,1,0,0.75,7,6,13,29,20,0,21,14,5,11,19,6,13,0.706,2018,0.0,1.0,Sparks Md,0.0
169,03172018,cornell,yale,11-13,1,11,5,16,37,17,1,23,14,4,17,28,1,13,11,0,1,0.917,13,3,16,33,24,0,22,10,5,11,28,3,6,0.833,2018,1.0,0.0,Cornell,0.0
170,03242018,cornell, penn,20-13,1,20,13,33,46,30,2,31,6,4,21,36,0,13,6,1,0,1.0,13,7,20,24,19,0,20,10,1,15,36,3,10,0.900,2018,0.0,1.0,Penn,0.0
171,03272018,cornell,air force,23-5,1,23,17,40,37,30,1,35,8,7,21,31,3,5,6,1,0,0.933,5,2,7,19,11,1,18,15,4,10,31,2,7,0.529,2018,1.0,0.0,Cornell,0.0
172,03312018,cornell, dartmouth,22-11,1,22,18,40,35,27,2,44,15,8,21,36,5,11,12,1,0,0.933,11,6,17,37,23,3,34,13,7,15,36,3,5,1.000,2018,0.0,1.0,Dartmouth,0.0
173,04072018,cornell,harvard,15-11,1,15,12,27,40,26,0,32,11,6,19,30,8,11,10,1,0,0.929,11,7,18,37,21,5,20,13,3,11,30,3,11,0.765,2018,1.0,0.0,Cornell,0.0
174,04102018,cornell,syracuse,13-8,1,13,9,22,33,22,1,43,15,8,13,25,1,8,14,1,0,0.864,8,5,13,30,22,0,30,14,9,12,25,3,9,0.933,2018,1.0,0.0,Cornell,0.0
175,04142018,cornell, lehigh,12-10,1,12,8,20,23,17,2,30,15,9,7,25,4,10,10,1,0,0.81,10,3,13,32,20,3,39,16,10,18,25,8,5,0.818,2018,0.0,1.0,Lehigh,0.0
176,04212018,cornell,brown,19-5,1,19,15,34,46,33,0,37,6,10,9,26,4,5,11,1,0,0.955,5,3,8,33,16,0,30,21,2,17,26,1,14,0.875,2018,1.0,0.0,Cornell,0.0
177,04282018,cornell, princeton,8-14,1,8,5,13,33,18,2,25,10,10,10,24,5,14,7,0,1,0.889,14,6,20,38,21,0,28,14,6,14,24,5,10,0.857,2018,0.0,1.0,Princeton,0.0
178,05042018,cornell,brown,7-4,1,7,6,13,32,21,0,23,12,11,5,14,5,4,19,1,0,0.833,4,3,7,42,23,2,23,17,5,9,14,1,14,0.842,2018,0.0,1.0,New York NY,0.0
179,05062018,cornell,yale,14-8,1,14,10,24,22,16,0,26,17,8,10,26,0,8,16,1,0,0.864,8,1,9,35,24,0,30,11,13,16,26,0,2,0.889,2018,0.0,1.0,New York NY,0.0
180,05132018,cornell, syracuse,10-9,1,10,7,17,35,22,3,21,12,7,6,22,3,9,8,1,0,0.867,9,4,13,37,17,0,37,15,9,16,22,4,12,0.812,2018,0.0,1.0,Syracuse,0.0
181,05202018,cornell,maryland,8-13,1,8,7,15,38,16,0,30,9,4,9,24,1,13,7,0,1,0.769,13,10,23,30,20,1,23,12,5,15,24,3,8,0.867,2018,0.0,1.0,Annapolis Md,0.0
182,02172018,dartmouth,canisius,13-12,1,13,6,19,41,24,4,32,15,7,13,26,7,12,6,1,0,0.65,12,9,21,26,18,5,30,15,8,13,26,6,11,0.929,2018,1.0,0.0,Dartmouth,0.0
183,02202018,dartmouth, boston u,4-10,1,4,1,5,25,17,0,17,13,4,6,18,2,10,11,0,1,0.667,10,7,17,42,21,0,25,13,6,12,18,3,13,0.812,2018,0.0,1.0,Boston U,0.0
184,02242018,dartmouth, sacred heart,11-17,1,11,7,18,30,20,2,29,17,8,9,32,3,17,11,0,1,0.87,17,7,24,46,28,3,32,12,12,23,32,3,9,0.933,2018,0.0,1.0,Sacred Heart,0.0
185,03032018,dartmouth,wagner,9-8,1,9,7,16,33,17,0,38,13,10,4,20,6,8,12,1,0,0.857,8,6,14,32,20,2,30,16,6,16,20,3,8,0.765,2018,1.0,0.0,Dartmouth,0.0
186,03172018,dartmouth, st johns ,5-12,1,5,2,7,25,15,0,26,14,3,11,20,3,12,12,0,1,0.875,12,4,16,39,24,2,35,11,9,9,20,5,10,0.800,2018,0.0,1.0,St Johns ,0.0
187,03202018,dartmouth, virginia,6-12,1,6,1,7,23,14,0,31,18,5,8,21,2,12,12,0,1,0.85,12,10,22,40,24,0,45,12,14,13,21,1,8,0.864,2018,0.0,1.0,Virginia,0.0
188,03242018,dartmouth, harvard,8-10,1,8,2,10,29,18,1,25,15,4,11,22,3,10,15,0,1,0.818,10,6,16,38,25,0,28,12,6,11,22,3,10,1.000,2018,0.0,1.0,Harvard,0.0
189,03312018,dartmouth,cornell,11-22,1,11,6,17,37,23,3,34,13,7,15,36,3,22,5,0,1,1.0,22,18,40,35,27,2,44,15,8,21,36,5,12,0.933,2018,1.0,0.0,Dartmouth,0.0
190,04072018,dartmouth,yale,7-17,1,7,2,9,31,17,1,25,18,8,7,27,4,17,8,0,1,0.783,17,10,27,43,25,3,40,20,11,20,27,7,10,0.909,2018,1.0,0.0,Dartmouth,0.0
191,04102018,dartmouth, umass lowell,8-9 ,1,8,4,12,38,25,1,36,18,8,12,21,5,9,14,0,1,0.833,9,3,12,39,23,2,43,16,13,9,21,5,17,0.773,2018,0.0,1.0,UMass Lowell,1.0
192,04142018,dartmouth, princeton,13-24,1,13,11,24,33,24,0,28,13,6,18,40,7,24,9,0,1,0.571,24,18,42,51,33,4,33,7,6,22,40,6,11,0.900,2018,0.0,1.0,Princeton,0.0
193,04212018,dartmouth,penn,9-10 ,1,9,4,13,26,15,1,33,15,10,8,23,3,10,14,0,1,0.765,10,7,17,42,24,0,30,17,7,15,23,5,6,0.944,2018,1.0,0.0,Dartmouth,1.0
194,04282018,dartmouth, brown,6-20,1,6,4,10,33,18,1,21,13,7,11,29,3,20,12,0,1,0.824,20,12,32,54,32,1,41,13,5,18,29,2,12,0.895,2018,0.0,1.0,Brown,0.0
195,02102018,delaware,mount st marys,16-12,1,16,9,25,43,28,1,29,12,13,15,31,2,12,11,1,0,0.9,12,5,17,31,23,0,23,18,7,16,31,6,12,0.667,2018,1.0,0.0,Delaware,0.0
196,02172018,delaware,njit,11-6,1,11,3,14,45,23,0,32,8,7,13,21,3,6,14,1,0,0.933,6,3,9,34,20,2,24,12,4,8,21,2,12,0.857,2018,1.0,0.0,Delaware,0.0
197,02242018,delaware, monmouth,15-11,1,15,9,24,41,25,3,38,14,7,22,30,4,11,12,1,0,0.818,11,5,16,33,23,2,23,10,9,8,30,7,10,0.857,2018,0.0,1.0,Monmouth,0.0
198,03032018,delaware,villanova,12-13,1,12,3,15,35,19,0,19,4,3,10,27,5,13,15,0,1,0.857,13,7,20,43,28,3,21,3,2,17,27,4,7,1.000,2018,1.0,0.0,Delaware,0.0
199,03062018,delaware,mercer,8-10,1,8,6,14,35,15,1,31,14,11,14,21,4,10,8,0,1,0.8,10,7,17,28,18,1,19,13,14,7,21,6,7,0.714,2018,1.0,0.0,Delaware,0.0
200,03102018,delaware, binghamton,7-8 ,1,7,3,10,38,21,0,24,12,9,14,20,3,8,12,0,1,0.846,8,4,12,43,20,0,23,12,9,6,20,3,14,1.000,2018,0.0,1.0,Binghamton,1.0
201,03172018,delaware, johns hopkins,8-14,1,8,2,10,35,13,1,17,8,3,6,26,2,14,13,0,1,0.933,14,10,24,50,27,0,27,10,5,20,26,3,5,0.900,2018,0.0,1.0,Johns Hopkins,0.0
202,03242018,delaware, rutgers,10-15,1,10,3,13,35,20,0,29,17,3,15,29,5,15,12,0,1,0.818,15,9,24,44,27,1,30,10,11,14,29,5,10,0.867,2018,0.0,1.0,Rutgers,0.0
203,03312018,delaware,fairfield,11-10,1,11,5,16,33,20,0,35,13,6,14,25,2,10,10,1,0,0.778,10,3,13,25,20,0,23,11,5,11,25,3,9,0.875,2018,1.0,0.0,Delaware,0.0
204,04062018,delaware,massachusetts,8-9,1,8,2,10,30,20,1,18,13,6,4,18,4,9,9,0,1,0.762,9,4,13,34,18,0,30,15,6,14,18,4,12,0.900,2018,1.0,0.0,Delaware,0.0
205,04142018,delaware, hofstra,10-9,1,10,5,15,26,20,0,22,6,6,6,22,0,9,12,1,0,1.0,9,4,13,36,21,0,25,9,2,16,22,2,10,1.000,2018,0.0,1.0,Hofstra,0.0
206,04212018,delaware, towson,7-13,1,7,5,12,27,12,3,18,8,5,2,24,2,13,14,0,1,0.895,13,6,19,48,27,0,40,13,3,22,24,5,5,0.733,2018,0.0,1.0,Towson,0.0
207,04272018,delaware,drexel,17-8,1,17,7,24,56,30,1,28,11,3,16,29,3,8,9,1,0,1.0,8,4,12,30,17,1,21,9,3,13,29,5,13,1.000,2018,1.0,0.0,Delaware,0.0
208,05032018,delaware,towson,8-9 ,1,8,4,12,30,17,2,28,12,8,5,21,1,9,14,0,1,0.944,9,5,14,34,23,0,24,10,5,16,21,2,9,0.875,2018,0.0,1.0,Amherst MA,1.0
209,02102018,denver, air force,11-5,1,11,8,19,33,23,1,24,5,3,9,18,1,5,9,1,0,1.0,5,2,7,31,14,1,14,14,3,9,18,2,12,0.800,2018,0.0,1.0,Air Force,0.0
210,02162018,denver, duke,12-15,1,12,6,18,29,21,2,23,15,0,23,30,5,15,5,0,1,0.727,15,6,21,31,20,2,24,8,7,7,30,4,9,1.000,2018,0.0,1.0,Duke,0.0
211,02252018,denver,cleveland st,17-8,1,17,9,26,40,25,1,36,21,6,24,28,1,8,9,1,0,0.7,8,5,13,29,17,0,23,14,9,4,28,3,8,0.818,2018,1.0,0.0,Denver,0.0
212,03032018,denver, furman,13-8,1,13,8,21,31,25,3,31,16,4,23,24,1,8,6,1,0,0.81,8,4,12,24,14,0,21,10,6,1,24,3,12,0.889,2018,0.0,1.0,Furman,0.0
213,03052018,denver, north carolina,10-6,1,10,6,16,21,14,0,30,16,4,12,20,4,6,9,1,0,0.812,6,4,10,28,15,2,20,10,4,8,20,1,4,0.882,2018,0.0,1.0,North Carolina,0.0
214,03102018,denver, notre dame,9-11,1,9,6,15,27,17,3,28,12,6,15,24,2,11,7,0,1,0.769,11,3,14,26,18,1,24,12,5,9,24,6,8,0.833,2018,0.0,1.0,Notre Dame,0.0
215,03172018,denver,ohio st,12-7,1,12,9,21,36,19,1,28,8,11,14,23,4,7,4,1,0,1.0,7,5,12,27,11,0,23,15,4,9,23,3,7,0.923,2018,1.0,0.0,Denver,0.0
216,03242018,denver,towson,11-10 ,1,11,6,17,37,24,3,28,15,4,21,24,1,10,6,1,0,0.938,10,4,14,30,16,1,20,8,8,3,24,6,13,0.950,2018,1.0,0.0,Denver,1.0
217,03312018,denver, georgetown,6-5,1,6,1,7,36,15,0,20,10,6,12,15,1,5,7,1,0,0.917,5,5,10,24,12,0,19,11,6,3,15,1,9,0.867,2018,0.0,1.0,Georgetown,0.0
218,04062018,denver, villanova,22-6,1,22,13,35,43,29,3,31,10,3,27,30,6,6,8,1,0,0.875,6,3,9,34,14,2,16,7,1,3,30,6,7,0.846,2018,0.0,1.0,Villanova,0.0
219,04142018,denver,st johns ,15-6,1,15,12,27,42,27,2,29,12,5,19,24,1,6,10,1,0,0.947,6,5,11,33,16,0,28,7,7,5,24,2,12,0.850,2018,1.0,0.0,Denver,0.0
220,04212018,denver, providence,13-6,1,13,8,21,37,23,0,28,8,4,18,23,2,6,5,1,0,1.0,6,2,8,30,11,1,16,8,5,5,23,1,10,0.933,2018,0.0,1.0,Providence,0.0
221,04282018,denver,marquette,7-4,1,7,4,11,37,21,2,30,14,8,11,13,1,4,6,1,0,0.938,4,2,6,25,10,0,19,12,4,2,13,5,14,0.833,2018,1.0,0.0,Denver,0.0
222,05032018,denver,marquette,10-7,1,10,3,13,38,19,0,19,7,4,14,21,3,7,4,1,0,1.0,7,5,12,26,11,2,13,10,2,7,21,2,9,0.800,2018,0.0,1.0,Villanova Pa,0.0
223,05052018,denver,georgetown,3-8,1,3,2,5,37,17,0,20,9,7,11,15,0,8,6,0,1,0.938,8,4,12,24,14,0,15,9,5,4,15,0,14,0.947,2018,0.0,1.0,Villanova Pa,0.0
224,05132018,denver, notre dame,9-7,1,9,6,15,31,12,0,24,15,5,14,20,5,7,10,1,0,0.765,7,4,11,29,17,2,25,9,5,6,20,2,3,0.867,2018,0.0,1.0,Notre Dame,0.0
225,05192018,denver,ualbany,13-15,1,13,7,20,34,20,1,25,9,3,15,30,4,15,10,0,1,0.875,15,9,24,39,25,2,25,5,6,15,30,2,7,1.000,2018,0.0,1.0,Hempstead NY,0.0
226,02112018,detroit mercy, notre dame,7-10,1,7,5,12,33,16,1,17,12,8,7,20,1,10,11,0,1,0.905,10,6,16,26,21,0,22,21,7,13,20,2,9,0.818,2018,0.0,1.0,Notre Dame,0.0
227,02182018,detroit mercy, mercer,8-7 ,1,8,5,13,33,18,0,27,21,13,8,19,5,7,10,1,0,0.81,7,3,10,36,17,1,28,19,11,11,19,2,10,0.957,2018,0.0,1.0,Mercer,1.0
228,02202018,detroit mercy, jacksonville,8-15,1,8,4,12,26,18,2,22,10,12,2,26,6,15,6,0,1,0.882,15,8,23,35,21,2,39,18,5,24,26,11,10,0.941,2018,0.0,1.0,Jacksonville,0.0
229,02242018,detroit mercy,marquette,6-13,1,6,4,10,21,13,0,18,16,8,6,22,7,13,10,0,1,0.824,13,6,19,45,23,2,33,14,8,16,22,1,7,0.722,2018,1.0,0.0,Detroit Mercy,0.0
230,03022018,detroit mercy,bellarmine,11-5,1,11,6,17,35,24,0,37,18,12,8,20,5,5,14,1,0,1.0,5,2,7,26,19,2,25,20,7,12,20,4,13,0.619,2018,0.0,1.0,Pontiac Mich,0.0
231,03042018,detroit mercy,ohio st,7-8,1,7,6,13,23,13,1,22,14,9,4,18,3,8,14,0,1,0.905,8,5,13,36,22,2,32,16,8,14,18,2,6,1.000,2018,0.0,1.0,Pontiac Mich,0.0
232,03112018,detroit mercy,air force,7-9,1,7,3,10,35,20,1,28,16,8,13,18,3,9,11,0,1,0.8,9,2,11,33,20,1,27,9,6,5,18,4,13,1.000,2018,1.0,0.0,Detroit Mercy,0.0
233,03172018,detroit mercy,marist,14-10,1,14,6,20,47,28,1,31,8,4,17,27,6,10,9,1,0,0.929,10,3,13,31,19,2,19,9,4,10,27,6,14,0.889,2018,1.0,0.0,Detroit Mercy,0.0
234,03242018,detroit mercy, monmouth,9-8 ,1,9,5,14,35,21,2,19,15,4,11,20,7,8,11,1,0,0.786,8,4,12,40,19,1,29,10,9,9,20,4,12,1.000,2018,0.0,1.0,Monmouth,1.0
235,03312018,detroit mercy,quinnipiac,11-14,1,11,8,19,42,23,2,37,21,7,15,25,5,14,14,0,1,0.818,14,10,24,40,28,3,31,13,10,10,25,6,12,0.818,2018,1.0,0.0,Detroit Mercy,0.0
236,04072018,detroit mercy, canisius,12-10,1,12,6,18,39,20,0,31,13,5,14,25,1,10,11,1,0,0.85,10,4,14,33,21,1,29,14,8,11,25,0,8,0.850,2018,0.0,1.0,Canisius,0.0
237,04142018,detroit mercy, manhattan,18-8,1,18,13,31,43,32,0,37,14,12,13,29,4,8,12,1,0,1.0,8,5,13,39,20,0,26,20,4,16,29,2,14,0.895,2018,0.0,1.0,Manhattan,0.0
